size_slug,size_json_path,ollama_ref
3b,profiles/stablelm-zephyr/sizes/3b.json,stablelm-zephyr:3b
3b-fp16,profiles/stablelm-zephyr/sizes/3b-fp16.json,stablelm-zephyr:3b-fp16
3b-q2-k,profiles/stablelm-zephyr/sizes/3b-q2-k.json,stablelm-zephyr:3b-q2_K
3b-q3-k-l,profiles/stablelm-zephyr/sizes/3b-q3-k-l.json,stablelm-zephyr:3b-q3_K_L
3b-q3-k-m,profiles/stablelm-zephyr/sizes/3b-q3-k-m.json,stablelm-zephyr:3b-q3_K_M
3b-q3-k-s,profiles/stablelm-zephyr/sizes/3b-q3-k-s.json,stablelm-zephyr:3b-q3_K_S
3b-q4-k-m,profiles/stablelm-zephyr/sizes/3b-q4-k-m.json,stablelm-zephyr:3b-q4_K_M
3b-q4-k-s,profiles/stablelm-zephyr/sizes/3b-q4-k-s.json,stablelm-zephyr:3b-q4_K_S
3b-q40,profiles/stablelm-zephyr/sizes/3b-q40.json,stablelm-zephyr:3b-q4_0
3b-q41,profiles/stablelm-zephyr/sizes/3b-q41.json,stablelm-zephyr:3b-q4_1
3b-q5-k-m,profiles/stablelm-zephyr/sizes/3b-q5-k-m.json,stablelm-zephyr:3b-q5_K_M
3b-q5-k-s,profiles/stablelm-zephyr/sizes/3b-q5-k-s.json,stablelm-zephyr:3b-q5_K_S
3b-q50,profiles/stablelm-zephyr/sizes/3b-q50.json,stablelm-zephyr:3b-q5_0
3b-q51,profiles/stablelm-zephyr/sizes/3b-q51.json,stablelm-zephyr:3b-q5_1
3b-q6-k,profiles/stablelm-zephyr/sizes/3b-q6-k.json,stablelm-zephyr:3b-q6_K
3b-q80,profiles/stablelm-zephyr/sizes/3b-q80.json,stablelm-zephyr:3b-q8_0
latest,profiles/stablelm-zephyr/sizes/latest.json,stablelm-zephyr:latest
