size_slug,ollama_ref,size_file
8b,granite3-guardian:8b,sizes/8b.json
8b-fp16,granite3-guardian:8b-fp16,sizes/8b-fp16.json
8b-q5_k_m,granite3-guardian:8b-q5_K_M,sizes/8b-q5_k_m.json
8b-q5_k_s,granite3-guardian:8b-q5_K_S,sizes/8b-q5_k_s.json
8b-q6_k,granite3-guardian:8b-q6_K,sizes/8b-q6_k.json
8b-q8_0,granite3-guardian:8b-q8_0,sizes/8b-q8_0.json
