size_slug,size_json_path,ollama_ref
34b,profiles/granite-code/sizes/34b.json,granite-code:34b
34b-base,profiles/granite-code/sizes/34b-base.json,granite-code:34b-base
34b-base-q2-k,profiles/granite-code/sizes/34b-base-q2-k.json,granite-code:34b-base-q2_K
34b-base-q3-k-l,profiles/granite-code/sizes/34b-base-q3-k-l.json,granite-code:34b-base-q3_K_L
34b-base-q3-k-m,profiles/granite-code/sizes/34b-base-q3-k-m.json,granite-code:34b-base-q3_K_M
34b-base-q3-k-s,profiles/granite-code/sizes/34b-base-q3-k-s.json,granite-code:34b-base-q3_K_S
34b-base-q4-k-m,profiles/granite-code/sizes/34b-base-q4-k-m.json,granite-code:34b-base-q4_K_M
34b-base-q4-k-s,profiles/granite-code/sizes/34b-base-q4-k-s.json,granite-code:34b-base-q4_K_S
34b-base-q40,profiles/granite-code/sizes/34b-base-q40.json,granite-code:34b-base-q4_0
34b-base-q41,profiles/granite-code/sizes/34b-base-q41.json,granite-code:34b-base-q4_1
34b-base-q5-k-m,profiles/granite-code/sizes/34b-base-q5-k-m.json,granite-code:34b-base-q5_K_M
34b-base-q5-k-s,profiles/granite-code/sizes/34b-base-q5-k-s.json,granite-code:34b-base-q5_K_S
34b-base-q50,profiles/granite-code/sizes/34b-base-q50.json,granite-code:34b-base-q5_0
34b-base-q51,profiles/granite-code/sizes/34b-base-q51.json,granite-code:34b-base-q5_1
34b-base-q6-k,profiles/granite-code/sizes/34b-base-q6-k.json,granite-code:34b-base-q6_K
34b-base-q80,profiles/granite-code/sizes/34b-base-q80.json,granite-code:34b-base-q8_0
34b-instruct,profiles/granite-code/sizes/34b-instruct.json,granite-code:34b-instruct
34b-instruct-q2-k,profiles/granite-code/sizes/34b-instruct-q2-k.json,granite-code:34b-instruct-q2_K
34b-instruct-q3-k-l,profiles/granite-code/sizes/34b-instruct-q3-k-l.json,granite-code:34b-instruct-q3_K_L
34b-instruct-q3-k-m,profiles/granite-code/sizes/34b-instruct-q3-k-m.json,granite-code:34b-instruct-q3_K_M
