row_type,entity_id,slug,family_id,deployment_class_id,profile_path,source_path,source_schema_version,provenance_status
model_deployment,gemma3-1b:7,gemma3-1b,gemma3,7,models/gemma3-1b/7/profile.json,data/generated/pages/models/gemma3-1b/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,gemma3-270m,gemma3-270m,gemma3,,models/gemma3-270m/model.json,data/generated/pages/models/gemma3-270m/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,gemma3-270m:3,gemma3-270m,gemma3,3,models/gemma3-270m/3/profile.json,data/generated/pages/models/gemma3-270m/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma3-270m:4,gemma3-270m,gemma3,4,models/gemma3-270m/4/profile.json,data/generated/pages/models/gemma3-270m/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma3-270m:5,gemma3-270m,gemma3,5,models/gemma3-270m/5/profile.json,data/generated/pages/models/gemma3-270m/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma3-270m:6,gemma3-270m,gemma3,6,models/gemma3-270m/6/profile.json,data/generated/pages/models/gemma3-270m/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma3-270m:7,gemma3-270m,gemma3,7,models/gemma3-270m/7/profile.json,data/generated/pages/models/gemma3-270m/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,gemma3-27b,gemma3-27b,gemma3,,models/gemma3-27b/model.json,data/generated/pages/models/gemma3-27b/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,gemma3-27b:3,gemma3-27b,gemma3,3,models/gemma3-27b/3/profile.json,data/generated/pages/models/gemma3-27b/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma3-27b:4,gemma3-27b,gemma3,4,models/gemma3-27b/4/profile.json,data/generated/pages/models/gemma3-27b/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma3-27b:5,gemma3-27b,gemma3,5,models/gemma3-27b/5/profile.json,data/generated/pages/models/gemma3-27b/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma3-27b:6,gemma3-27b,gemma3,6,models/gemma3-27b/6/profile.json,data/generated/pages/models/gemma3-27b/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma3-27b:7,gemma3-27b,gemma3,7,models/gemma3-27b/7/profile.json,data/generated/pages/models/gemma3-27b/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,gemma3-4b,gemma3-4b,gemma3,,models/gemma3-4b/model.json,data/generated/pages/models/gemma3-4b/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,gemma3-4b:3,gemma3-4b,gemma3,3,models/gemma3-4b/3/profile.json,data/generated/pages/models/gemma3-4b/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma3-4b:4,gemma3-4b,gemma3,4,models/gemma3-4b/4/profile.json,data/generated/pages/models/gemma3-4b/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma3-4b:5,gemma3-4b,gemma3,5,models/gemma3-4b/5/profile.json,data/generated/pages/models/gemma3-4b/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma3-4b:6,gemma3-4b,gemma3,6,models/gemma3-4b/6/profile.json,data/generated/pages/models/gemma3-4b/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma3-4b:7,gemma3-4b,gemma3,7,models/gemma3-4b/7/profile.json,data/generated/pages/models/gemma3-4b/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,gemma3n,gemma3n,gemma3n,,models/gemma3n/model.json,data/generated/pages/models/gemma3n/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,gemma3n:3,gemma3n,gemma3n,3,models/gemma3n/3/profile.json,data/generated/pages/models/gemma3n/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma3n:4,gemma3n,gemma3n,4,models/gemma3n/4/profile.json,data/generated/pages/models/gemma3n/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma3n:5,gemma3n,gemma3n,5,models/gemma3n/5/profile.json,data/generated/pages/models/gemma3n/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma3n:6,gemma3n,gemma3n,6,models/gemma3n/6/profile.json,data/generated/pages/models/gemma3n/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma3n:7,gemma3n,gemma3n,7,models/gemma3n/7/profile.json,data/generated/pages/models/gemma3n/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,gemma4,gemma4,gemma4,,models/gemma4/model.json,data/generated/pages/models/gemma4/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,gemma4:3,gemma4,gemma4,3,models/gemma4/3/profile.json,data/generated/pages/models/gemma4/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma4:4,gemma4,gemma4,4,models/gemma4/4/profile.json,data/generated/pages/models/gemma4/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma4:5,gemma4,gemma4,5,models/gemma4/5/profile.json,data/generated/pages/models/gemma4/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma4:6,gemma4,gemma4,6,models/gemma4/6/profile.json,data/generated/pages/models/gemma4/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma4:7,gemma4,gemma4,7,models/gemma4/7/profile.json,data/generated/pages/models/gemma4/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,gemma4-12b,gemma4-12b,gemma4,,models/gemma4-12b/model.json,data/generated/pages/models/gemma4-12b/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,gemma4-12b:3,gemma4-12b,gemma4,3,models/gemma4-12b/3/profile.json,data/generated/pages/models/gemma4-12b/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma4-12b:4,gemma4-12b,gemma4,4,models/gemma4-12b/4/profile.json,data/generated/pages/models/gemma4-12b/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma4-12b:5,gemma4-12b,gemma4,5,models/gemma4-12b/5/profile.json,data/generated/pages/models/gemma4-12b/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma4-12b:6,gemma4-12b,gemma4,6,models/gemma4-12b/6/profile.json,data/generated/pages/models/gemma4-12b/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma4-12b:7,gemma4-12b,gemma4,7,models/gemma4-12b/7/profile.json,data/generated/pages/models/gemma4-12b/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,gemma4-26b,gemma4-26b,gemma4,,models/gemma4-26b/model.json,data/generated/pages/models/gemma4-26b/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,gemma4-26b:3,gemma4-26b,gemma4,3,models/gemma4-26b/3/profile.json,data/generated/pages/models/gemma4-26b/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma4-26b:4,gemma4-26b,gemma4,4,models/gemma4-26b/4/profile.json,data/generated/pages/models/gemma4-26b/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma4-26b:5,gemma4-26b,gemma4,5,models/gemma4-26b/5/profile.json,data/generated/pages/models/gemma4-26b/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma4-26b:6,gemma4-26b,gemma4,6,models/gemma4-26b/6/profile.json,data/generated/pages/models/gemma4-26b/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma4-26b:7,gemma4-26b,gemma4,7,models/gemma4-26b/7/profile.json,data/generated/pages/models/gemma4-26b/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,gemma4-31b,gemma4-31b,gemma4,,models/gemma4-31b/model.json,data/generated/pages/models/gemma4-31b/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,gemma4-31b:3,gemma4-31b,gemma4,3,models/gemma4-31b/3/profile.json,data/generated/pages/models/gemma4-31b/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma4-31b:4,gemma4-31b,gemma4,4,models/gemma4-31b/4/profile.json,data/generated/pages/models/gemma4-31b/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma4-31b:5,gemma4-31b,gemma4,5,models/gemma4-31b/5/profile.json,data/generated/pages/models/gemma4-31b/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma4-31b:6,gemma4-31b,gemma4,6,models/gemma4-31b/6/profile.json,data/generated/pages/models/gemma4-31b/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gemma4-31b:7,gemma4-31b,gemma4,7,models/gemma4-31b/7/profile.json,data/generated/pages/models/gemma4-31b/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,glm-4.7-flash,glm-4-7-flash,glm-4.7-flash,,models/glm-4-7-flash/model.json,data/generated/pages/models/glm-4-7-flash/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,glm-4.7-flash:3,glm-4-7-flash,glm-4.7-flash,3,models/glm-4-7-flash/3/profile.json,data/generated/pages/models/glm-4-7-flash/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm-4.7-flash:4,glm-4-7-flash,glm-4.7-flash,4,models/glm-4-7-flash/4/profile.json,data/generated/pages/models/glm-4-7-flash/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm-4.7-flash:5,glm-4-7-flash,glm-4.7-flash,5,models/glm-4-7-flash/5/profile.json,data/generated/pages/models/glm-4-7-flash/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm-4.7-flash:6,glm-4-7-flash,glm-4.7-flash,6,models/glm-4-7-flash/6/profile.json,data/generated/pages/models/glm-4-7-flash/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm-4.7-flash:7,glm-4-7-flash,glm-4.7-flash,7,models/glm-4-7-flash/7/profile.json,data/generated/pages/models/glm-4-7-flash/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,glm-5.1,glm-5-1,glm-5.1,,models/glm-5-1/model.json,data/generated/pages/models/glm-5-1/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,glm-5.1:3,glm-5-1,glm-5.1,3,models/glm-5-1/3/profile.json,data/generated/pages/models/glm-5-1/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm-5.1:4,glm-5-1,glm-5.1,4,models/glm-5-1/4/profile.json,data/generated/pages/models/glm-5-1/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm-5.1:5,glm-5-1,glm-5.1,5,models/glm-5-1/5/profile.json,data/generated/pages/models/glm-5-1/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm-5.1:6,glm-5-1,glm-5.1,6,models/glm-5-1/6/profile.json,data/generated/pages/models/glm-5-1/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm-5.1:7,glm-5-1,glm-5.1,7,models/glm-5-1/7/profile.json,data/generated/pages/models/glm-5-1/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,glm-5.2,glm-5-2,glm-5.2,,models/glm-5-2/model.json,data/generated/pages/models/glm-5-2/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,glm-5.2:3,glm-5-2,glm-5.2,3,models/glm-5-2/3/profile.json,data/generated/pages/models/glm-5-2/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm-5.2:4,glm-5-2,glm-5.2,4,models/glm-5-2/4/profile.json,data/generated/pages/models/glm-5-2/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm-5.2:5,glm-5-2,glm-5.2,5,models/glm-5-2/5/profile.json,data/generated/pages/models/glm-5-2/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm-5.2:6,glm-5-2,glm-5.2,6,models/glm-5-2/6/profile.json,data/generated/pages/models/glm-5-2/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm-5.2:7,glm-5-2,glm-5.2,7,models/glm-5-2/7/profile.json,data/generated/pages/models/glm-5-2/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,glm-ocr,glm-ocr,glm-ocr,,models/glm-ocr/model.json,data/generated/pages/models/glm-ocr/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,glm-ocr:3,glm-ocr,glm-ocr,3,models/glm-ocr/3/profile.json,data/generated/pages/models/glm-ocr/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm-ocr:4,glm-ocr,glm-ocr,4,models/glm-ocr/4/profile.json,data/generated/pages/models/glm-ocr/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm-ocr:5,glm-ocr,glm-ocr,5,models/glm-ocr/5/profile.json,data/generated/pages/models/glm-ocr/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm-ocr:6,glm-ocr,glm-ocr,6,models/glm-ocr/6/profile.json,data/generated/pages/models/glm-ocr/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm-ocr:7,glm-ocr,glm-ocr,7,models/glm-ocr/7/profile.json,data/generated/pages/models/glm-ocr/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,glm4-9b,glm4-9b,glm4,,models/glm4-9b/model.json,data/generated/pages/models/glm4-9b/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,glm4-9b:3,glm4-9b,glm4,3,models/glm4-9b/3/profile.json,data/generated/pages/models/glm4-9b/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm4-9b:4,glm4-9b,glm4,4,models/glm4-9b/4/profile.json,data/generated/pages/models/glm4-9b/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm4-9b:5,glm4-9b,glm4,5,models/glm4-9b/5/profile.json,data/generated/pages/models/glm4-9b/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm4-9b:6,glm4-9b,glm4,6,models/glm4-9b/6/profile.json,data/generated/pages/models/glm4-9b/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,glm4-9b:7,glm4-9b,glm4,7,models/glm4-9b/7/profile.json,data/generated/pages/models/glm4-9b/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,goliath-120b,goliath-120b,goliath,,models/goliath-120b/model.json,data/generated/pages/models/goliath-120b/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,goliath-120b:3,goliath-120b,goliath,3,models/goliath-120b/3/profile.json,data/generated/pages/models/goliath-120b/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,goliath-120b:4,goliath-120b,goliath,4,models/goliath-120b/4/profile.json,data/generated/pages/models/goliath-120b/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,goliath-120b:5,goliath-120b,goliath,5,models/goliath-120b/5/profile.json,data/generated/pages/models/goliath-120b/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,goliath-120b:6,goliath-120b,goliath,6,models/goliath-120b/6/profile.json,data/generated/pages/models/goliath-120b/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,goliath-120b:7,goliath-120b,goliath,7,models/goliath-120b/7/profile.json,data/generated/pages/models/goliath-120b/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,gpt-oss-120b,gpt-oss-120b,gpt-oss,,models/gpt-oss-120b/model.json,data/generated/pages/models/gpt-oss-120b/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-120b:3,gpt-oss-120b,gpt-oss,3,models/gpt-oss-120b/3/profile.json,data/generated/pages/models/gpt-oss-120b/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-120b:4,gpt-oss-120b,gpt-oss,4,models/gpt-oss-120b/4/profile.json,data/generated/pages/models/gpt-oss-120b/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-120b:5,gpt-oss-120b,gpt-oss,5,models/gpt-oss-120b/5/profile.json,data/generated/pages/models/gpt-oss-120b/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-120b:6,gpt-oss-120b,gpt-oss,6,models/gpt-oss-120b/6/profile.json,data/generated/pages/models/gpt-oss-120b/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-120b:7,gpt-oss-120b,gpt-oss,7,models/gpt-oss-120b/7/profile.json,data/generated/pages/models/gpt-oss-120b/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,gpt-oss-20b,gpt-oss-20b,gpt-oss,,models/gpt-oss-20b/model.json,data/generated/pages/models/gpt-oss-20b/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-20b:3,gpt-oss-20b,gpt-oss,3,models/gpt-oss-20b/3/profile.json,data/generated/pages/models/gpt-oss-20b/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-20b:4,gpt-oss-20b,gpt-oss,4,models/gpt-oss-20b/4/profile.json,data/generated/pages/models/gpt-oss-20b/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-20b:5,gpt-oss-20b,gpt-oss,5,models/gpt-oss-20b/5/profile.json,data/generated/pages/models/gpt-oss-20b/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-20b:6,gpt-oss-20b,gpt-oss,6,models/gpt-oss-20b/6/profile.json,data/generated/pages/models/gpt-oss-20b/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-20b:7,gpt-oss-20b,gpt-oss,7,models/gpt-oss-20b/7/profile.json,data/generated/pages/models/gpt-oss-20b/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,gpt-oss-safeguard-120b,gpt-oss-safeguard-120b,gpt-oss-safeguard,,models/gpt-oss-safeguard-120b/model.json,data/generated/pages/models/gpt-oss-safeguard-120b/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-safeguard-120b:3,gpt-oss-safeguard-120b,gpt-oss-safeguard,3,models/gpt-oss-safeguard-120b/3/profile.json,data/generated/pages/models/gpt-oss-safeguard-120b/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-safeguard-120b:4,gpt-oss-safeguard-120b,gpt-oss-safeguard,4,models/gpt-oss-safeguard-120b/4/profile.json,data/generated/pages/models/gpt-oss-safeguard-120b/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-safeguard-120b:5,gpt-oss-safeguard-120b,gpt-oss-safeguard,5,models/gpt-oss-safeguard-120b/5/profile.json,data/generated/pages/models/gpt-oss-safeguard-120b/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-safeguard-120b:6,gpt-oss-safeguard-120b,gpt-oss-safeguard,6,models/gpt-oss-safeguard-120b/6/profile.json,data/generated/pages/models/gpt-oss-safeguard-120b/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-safeguard-120b:7,gpt-oss-safeguard-120b,gpt-oss-safeguard,7,models/gpt-oss-safeguard-120b/7/profile.json,data/generated/pages/models/gpt-oss-safeguard-120b/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,gpt-oss-safeguard-20b,gpt-oss-safeguard-20b,gpt-oss-safeguard,,models/gpt-oss-safeguard-20b/model.json,data/generated/pages/models/gpt-oss-safeguard-20b/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-safeguard-20b:3,gpt-oss-safeguard-20b,gpt-oss-safeguard,3,models/gpt-oss-safeguard-20b/3/profile.json,data/generated/pages/models/gpt-oss-safeguard-20b/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-safeguard-20b:4,gpt-oss-safeguard-20b,gpt-oss-safeguard,4,models/gpt-oss-safeguard-20b/4/profile.json,data/generated/pages/models/gpt-oss-safeguard-20b/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-safeguard-20b:5,gpt-oss-safeguard-20b,gpt-oss-safeguard,5,models/gpt-oss-safeguard-20b/5/profile.json,data/generated/pages/models/gpt-oss-safeguard-20b/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-safeguard-20b:6,gpt-oss-safeguard-20b,gpt-oss-safeguard,6,models/gpt-oss-safeguard-20b/6/profile.json,data/generated/pages/models/gpt-oss-safeguard-20b/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,gpt-oss-safeguard-20b:7,gpt-oss-safeguard-20b,gpt-oss-safeguard,7,models/gpt-oss-safeguard-20b/7/profile.json,data/generated/pages/models/gpt-oss-safeguard-20b/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,granite-code-20b,granite-code-20b,granite-code,,models/granite-code-20b/model.json,data/generated/pages/models/granite-code-20b/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,granite-code-20b:3,granite-code-20b,granite-code,3,models/granite-code-20b/3/profile.json,data/generated/pages/models/granite-code-20b/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-code-20b:4,granite-code-20b,granite-code,4,models/granite-code-20b/4/profile.json,data/generated/pages/models/granite-code-20b/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-code-20b:5,granite-code-20b,granite-code,5,models/granite-code-20b/5/profile.json,data/generated/pages/models/granite-code-20b/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-code-20b:6,granite-code-20b,granite-code,6,models/granite-code-20b/6/profile.json,data/generated/pages/models/granite-code-20b/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-code-20b:7,granite-code-20b,granite-code,7,models/granite-code-20b/7/profile.json,data/generated/pages/models/granite-code-20b/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,granite-code-34b,granite-code-34b,granite-code,,models/granite-code-34b/model.json,data/generated/pages/models/granite-code-34b/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,granite-code-34b:3,granite-code-34b,granite-code,3,models/granite-code-34b/3/profile.json,data/generated/pages/models/granite-code-34b/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-code-34b:4,granite-code-34b,granite-code,4,models/granite-code-34b/4/profile.json,data/generated/pages/models/granite-code-34b/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-code-34b:5,granite-code-34b,granite-code,5,models/granite-code-34b/5/profile.json,data/generated/pages/models/granite-code-34b/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-code-34b:6,granite-code-34b,granite-code,6,models/granite-code-34b/6/profile.json,data/generated/pages/models/granite-code-34b/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-code-34b:7,granite-code-34b,granite-code,7,models/granite-code-34b/7/profile.json,data/generated/pages/models/granite-code-34b/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,granite-code-3b,granite-code-3b,granite-code,,models/granite-code-3b/model.json,data/generated/pages/models/granite-code-3b/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,granite-code-3b:3,granite-code-3b,granite-code,3,models/granite-code-3b/3/profile.json,data/generated/pages/models/granite-code-3b/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-code-3b:4,granite-code-3b,granite-code,4,models/granite-code-3b/4/profile.json,data/generated/pages/models/granite-code-3b/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-code-3b:5,granite-code-3b,granite-code,5,models/granite-code-3b/5/profile.json,data/generated/pages/models/granite-code-3b/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-code-3b:6,granite-code-3b,granite-code,6,models/granite-code-3b/6/profile.json,data/generated/pages/models/granite-code-3b/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-code-3b:7,granite-code-3b,granite-code,7,models/granite-code-3b/7/profile.json,data/generated/pages/models/granite-code-3b/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,granite-code-8b,granite-code-8b,granite-code,,models/granite-code-8b/model.json,data/generated/pages/models/granite-code-8b/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,granite-code-8b:3,granite-code-8b,granite-code,3,models/granite-code-8b/3/profile.json,data/generated/pages/models/granite-code-8b/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-code-8b:4,granite-code-8b,granite-code,4,models/granite-code-8b/4/profile.json,data/generated/pages/models/granite-code-8b/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-code-8b:5,granite-code-8b,granite-code,5,models/granite-code-8b/5/profile.json,data/generated/pages/models/granite-code-8b/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-code-8b:6,granite-code-8b,granite-code,6,models/granite-code-8b/6/profile.json,data/generated/pages/models/granite-code-8b/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-code-8b:7,granite-code-8b,granite-code,7,models/granite-code-8b/7/profile.json,data/generated/pages/models/granite-code-8b/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,granite-embedding-278m,granite-embedding-278m,granite-embedding,,models/granite-embedding-278m/model.json,data/generated/pages/models/granite-embedding-278m/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,granite-embedding-278m:3,granite-embedding-278m,granite-embedding,3,models/granite-embedding-278m/3/profile.json,data/generated/pages/models/granite-embedding-278m/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-embedding-278m:4,granite-embedding-278m,granite-embedding,4,models/granite-embedding-278m/4/profile.json,data/generated/pages/models/granite-embedding-278m/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-embedding-278m:5,granite-embedding-278m,granite-embedding,5,models/granite-embedding-278m/5/profile.json,data/generated/pages/models/granite-embedding-278m/5/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-embedding-278m:6,granite-embedding-278m,granite-embedding,6,models/granite-embedding-278m/6/profile.json,data/generated/pages/models/granite-embedding-278m/6/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-embedding-278m:7,granite-embedding-278m,granite-embedding,7,models/granite-embedding-278m/7/profile.json,data/generated/pages/models/granite-embedding-278m/7/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model,granite-embedding-30m,granite-embedding-30m,granite-embedding,,models/granite-embedding-30m/model.json,data/generated/pages/models/granite-embedding-30m/model.json,c5.model-page.v1,derived_from_c5_pages
model_deployment,granite-embedding-30m:3,granite-embedding-30m,granite-embedding,3,models/granite-embedding-30m/3/profile.json,data/generated/pages/models/granite-embedding-30m/3/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
model_deployment,granite-embedding-30m:4,granite-embedding-30m,granite-embedding,4,models/granite-embedding-30m/4/profile.json,data/generated/pages/models/granite-embedding-30m/4/info.json,c5.model-deployment-page.v1,derived_from_c5_pages
