size_slug,ollama_ref,size_file
132b,dbrx:132b,sizes/132b.json
132b-instruct-fp16,dbrx:132b-instruct-fp16,sizes/132b-instruct-fp16.json
132b-instruct-q2_k,dbrx:132b-instruct-q2_K,sizes/132b-instruct-q2_k.json
132b-instruct-q4_0,dbrx:132b-instruct-q4_0,sizes/132b-instruct-q4_0.json
132b-instruct-q8_0,dbrx:132b-instruct-q8_0,sizes/132b-instruct-q8_0.json
instruct,dbrx:instruct,sizes/instruct.json
latest,dbrx:latest,sizes/latest.json
