size_slug,size_json_path,ollama_ref
8b,profiles/granite3-dense/sizes/8b.json,granite3-dense:8b
8b-instruct-fp16,profiles/granite3-dense/sizes/8b-instruct-fp16.json,granite3-dense:8b-instruct-fp16
8b-instruct-q2-k,profiles/granite3-dense/sizes/8b-instruct-q2-k.json,granite3-dense:8b-instruct-q2_K
8b-instruct-q3-k-l,profiles/granite3-dense/sizes/8b-instruct-q3-k-l.json,granite3-dense:8b-instruct-q3_K_L
8b-instruct-q3-k-m,profiles/granite3-dense/sizes/8b-instruct-q3-k-m.json,granite3-dense:8b-instruct-q3_K_M
8b-instruct-q3-k-s,profiles/granite3-dense/sizes/8b-instruct-q3-k-s.json,granite3-dense:8b-instruct-q3_K_S
8b-instruct-q4-k-m,profiles/granite3-dense/sizes/8b-instruct-q4-k-m.json,granite3-dense:8b-instruct-q4_K_M
8b-instruct-q4-k-s,profiles/granite3-dense/sizes/8b-instruct-q4-k-s.json,granite3-dense:8b-instruct-q4_K_S
8b-instruct-q40,profiles/granite3-dense/sizes/8b-instruct-q40.json,granite3-dense:8b-instruct-q4_0
8b-instruct-q41,profiles/granite3-dense/sizes/8b-instruct-q41.json,granite3-dense:8b-instruct-q4_1
8b-instruct-q5-k-m,profiles/granite3-dense/sizes/8b-instruct-q5-k-m.json,granite3-dense:8b-instruct-q5_K_M
8b-instruct-q5-k-s,profiles/granite3-dense/sizes/8b-instruct-q5-k-s.json,granite3-dense:8b-instruct-q5_K_S
8b-instruct-q50,profiles/granite3-dense/sizes/8b-instruct-q50.json,granite3-dense:8b-instruct-q5_0
8b-instruct-q51,profiles/granite3-dense/sizes/8b-instruct-q51.json,granite3-dense:8b-instruct-q5_1
8b-instruct-q6-k,profiles/granite3-dense/sizes/8b-instruct-q6-k.json,granite3-dense:8b-instruct-q6_K
8b-instruct-q80,profiles/granite3-dense/sizes/8b-instruct-q80.json,granite3-dense:8b-instruct-q8_0
2b,profiles/granite3-dense/sizes/2b.json,granite3-dense:2b
2b-instruct-fp16,profiles/granite3-dense/sizes/2b-instruct-fp16.json,granite3-dense:2b-instruct-fp16
2b-instruct-q2-k,profiles/granite3-dense/sizes/2b-instruct-q2-k.json,granite3-dense:2b-instruct-q2_K
2b-instruct-q3-k-l,profiles/granite3-dense/sizes/2b-instruct-q3-k-l.json,granite3-dense:2b-instruct-q3_K_L
2b-instruct-q3-k-m,profiles/granite3-dense/sizes/2b-instruct-q3-k-m.json,granite3-dense:2b-instruct-q3_K_M
2b-instruct-q3-k-s,profiles/granite3-dense/sizes/2b-instruct-q3-k-s.json,granite3-dense:2b-instruct-q3_K_S
2b-instruct-q4-k-m,profiles/granite3-dense/sizes/2b-instruct-q4-k-m.json,granite3-dense:2b-instruct-q4_K_M
2b-instruct-q4-k-s,profiles/granite3-dense/sizes/2b-instruct-q4-k-s.json,granite3-dense:2b-instruct-q4_K_S
2b-instruct-q40,profiles/granite3-dense/sizes/2b-instruct-q40.json,granite3-dense:2b-instruct-q4_0
2b-instruct-q41,profiles/granite3-dense/sizes/2b-instruct-q41.json,granite3-dense:2b-instruct-q4_1
2b-instruct-q5-k-m,profiles/granite3-dense/sizes/2b-instruct-q5-k-m.json,granite3-dense:2b-instruct-q5_K_M
2b-instruct-q5-k-s,profiles/granite3-dense/sizes/2b-instruct-q5-k-s.json,granite3-dense:2b-instruct-q5_K_S
2b-instruct-q50,profiles/granite3-dense/sizes/2b-instruct-q50.json,granite3-dense:2b-instruct-q5_0
2b-instruct-q51,profiles/granite3-dense/sizes/2b-instruct-q51.json,granite3-dense:2b-instruct-q5_1
2b-instruct-q6-k,profiles/granite3-dense/sizes/2b-instruct-q6-k.json,granite3-dense:2b-instruct-q6_K
2b-instruct-q80,profiles/granite3-dense/sizes/2b-instruct-q80.json,granite3-dense:2b-instruct-q8_0
latest,profiles/granite3-dense/sizes/latest.json,granite3-dense:latest
