size_slug,size_json_path,ollama_ref
180b,profiles/falcon/sizes/180b.json,falcon:180b
180b-chat,profiles/falcon/sizes/180b-chat.json,falcon:180b-chat
180b-chat-q40,profiles/falcon/sizes/180b-chat-q40.json,falcon:180b-chat-q4_0
180b-text,profiles/falcon/sizes/180b-text.json,falcon:180b-text
180b-text-q40,profiles/falcon/sizes/180b-text-q40.json,falcon:180b-text-q4_0
40b,profiles/falcon/sizes/40b.json,falcon:40b
40b-instruct,profiles/falcon/sizes/40b-instruct.json,falcon:40b-instruct
40b-instruct-fp16,profiles/falcon/sizes/40b-instruct-fp16.json,falcon:40b-instruct-fp16
40b-instruct-q40,profiles/falcon/sizes/40b-instruct-q40.json,falcon:40b-instruct-q4_0
40b-instruct-q41,profiles/falcon/sizes/40b-instruct-q41.json,falcon:40b-instruct-q4_1
40b-instruct-q50,profiles/falcon/sizes/40b-instruct-q50.json,falcon:40b-instruct-q5_0
40b-instruct-q51,profiles/falcon/sizes/40b-instruct-q51.json,falcon:40b-instruct-q5_1
40b-instruct-q80,profiles/falcon/sizes/40b-instruct-q80.json,falcon:40b-instruct-q8_0
40b-text,profiles/falcon/sizes/40b-text.json,falcon:40b-text
40b-text-fp16,profiles/falcon/sizes/40b-text-fp16.json,falcon:40b-text-fp16
40b-text-q40,profiles/falcon/sizes/40b-text-q40.json,falcon:40b-text-q4_0
40b-text-q41,profiles/falcon/sizes/40b-text-q41.json,falcon:40b-text-q4_1
40b-text-q50,profiles/falcon/sizes/40b-text-q50.json,falcon:40b-text-q5_0
40b-text-q51,profiles/falcon/sizes/40b-text-q51.json,falcon:40b-text-q5_1
40b-text-q80,profiles/falcon/sizes/40b-text-q80.json,falcon:40b-text-q8_0
7b,profiles/falcon/sizes/7b.json,falcon:7b
7b-instruct,profiles/falcon/sizes/7b-instruct.json,falcon:7b-instruct
7b-instruct-fp16,profiles/falcon/sizes/7b-instruct-fp16.json,falcon:7b-instruct-fp16
7b-instruct-q40,profiles/falcon/sizes/7b-instruct-q40.json,falcon:7b-instruct-q4_0
7b-instruct-q41,profiles/falcon/sizes/7b-instruct-q41.json,falcon:7b-instruct-q4_1
7b-instruct-q50,profiles/falcon/sizes/7b-instruct-q50.json,falcon:7b-instruct-q5_0
7b-instruct-q51,profiles/falcon/sizes/7b-instruct-q51.json,falcon:7b-instruct-q5_1
7b-instruct-q80,profiles/falcon/sizes/7b-instruct-q80.json,falcon:7b-instruct-q8_0
7b-text,profiles/falcon/sizes/7b-text.json,falcon:7b-text
7b-text-fp16,profiles/falcon/sizes/7b-text-fp16.json,falcon:7b-text-fp16
7b-text-q40,profiles/falcon/sizes/7b-text-q40.json,falcon:7b-text-q4_0
7b-text-q41,profiles/falcon/sizes/7b-text-q41.json,falcon:7b-text-q4_1
7b-text-q50,profiles/falcon/sizes/7b-text-q50.json,falcon:7b-text-q5_0
7b-text-q51,profiles/falcon/sizes/7b-text-q51.json,falcon:7b-text-q5_1
7b-text-q80,profiles/falcon/sizes/7b-text-q80.json,falcon:7b-text-q8_0
instruct,profiles/falcon/sizes/instruct.json,falcon:instruct
latest,profiles/falcon/sizes/latest.json,falcon:latest
text,profiles/falcon/sizes/text.json,falcon:text
