size_slug,size_json_path,ollama_ref
34b-python,profiles/wizardcoder/sizes/34b-python.json,wizardcoder:34b-python
34b-python-fp16,profiles/wizardcoder/sizes/34b-python-fp16.json,wizardcoder:34b-python-fp16
34b-python-q2-k,profiles/wizardcoder/sizes/34b-python-q2-k.json,wizardcoder:34b-python-q2_K
34b-python-q3-k-l,profiles/wizardcoder/sizes/34b-python-q3-k-l.json,wizardcoder:34b-python-q3_K_L
34b-python-q3-k-m,profiles/wizardcoder/sizes/34b-python-q3-k-m.json,wizardcoder:34b-python-q3_K_M
34b-python-q3-k-s,profiles/wizardcoder/sizes/34b-python-q3-k-s.json,wizardcoder:34b-python-q3_K_S
34b-python-q4-k-m,profiles/wizardcoder/sizes/34b-python-q4-k-m.json,wizardcoder:34b-python-q4_K_M
34b-python-q4-k-s,profiles/wizardcoder/sizes/34b-python-q4-k-s.json,wizardcoder:34b-python-q4_K_S
34b-python-q40,profiles/wizardcoder/sizes/34b-python-q40.json,wizardcoder:34b-python-q4_0
34b-python-q41,profiles/wizardcoder/sizes/34b-python-q41.json,wizardcoder:34b-python-q4_1
34b-python-q5-k-m,profiles/wizardcoder/sizes/34b-python-q5-k-m.json,wizardcoder:34b-python-q5_K_M
34b-python-q5-k-s,profiles/wizardcoder/sizes/34b-python-q5-k-s.json,wizardcoder:34b-python-q5_K_S
34b-python-q50,profiles/wizardcoder/sizes/34b-python-q50.json,wizardcoder:34b-python-q5_0
34b-python-q51,profiles/wizardcoder/sizes/34b-python-q51.json,wizardcoder:34b-python-q5_1
34b-python-q6-k,profiles/wizardcoder/sizes/34b-python-q6-k.json,wizardcoder:34b-python-q6_K
34b-python-q80,profiles/wizardcoder/sizes/34b-python-q80.json,wizardcoder:34b-python-q8_0
33b,profiles/wizardcoder/sizes/33b.json,wizardcoder:33b
33b-v1.1,profiles/wizardcoder/sizes/33b-v1.1.json,wizardcoder:33b-v1.1
33b-v1.1-fp16,profiles/wizardcoder/sizes/33b-v1.1-fp16.json,wizardcoder:33b-v1.1-fp16
33b-v1.1-q2-k,profiles/wizardcoder/sizes/33b-v1.1-q2-k.json,wizardcoder:33b-v1.1-q2_K
33b-v1.1-q3-k-l,profiles/wizardcoder/sizes/33b-v1.1-q3-k-l.json,wizardcoder:33b-v1.1-q3_K_L
33b-v1.1-q3-k-m,profiles/wizardcoder/sizes/33b-v1.1-q3-k-m.json,wizardcoder:33b-v1.1-q3_K_M
33b-v1.1-q3-k-s,profiles/wizardcoder/sizes/33b-v1.1-q3-k-s.json,wizardcoder:33b-v1.1-q3_K_S
33b-v1.1-q4-k-m,profiles/wizardcoder/sizes/33b-v1.1-q4-k-m.json,wizardcoder:33b-v1.1-q4_K_M
33b-v1.1-q4-k-s,profiles/wizardcoder/sizes/33b-v1.1-q4-k-s.json,wizardcoder:33b-v1.1-q4_K_S
