size_slug,ollama_ref,size_file
32b,exaone-deep:32b,sizes/32b.json
32b-fp16,exaone-deep:32b-fp16,sizes/32b-fp16.json
32b-q4_k_m,exaone-deep:32b-q4_K_M,sizes/32b-q4_k_m.json
32b-q8_0,exaone-deep:32b-q8_0,sizes/32b-q8_0.json
