size_slug,ollama_ref,size_file
13b,wizardlm-uncensored:13b,sizes/13b.json
13b-llama2,wizardlm-uncensored:13b-llama2,sizes/13b-llama2.json
13b-llama2-fp16,wizardlm-uncensored:13b-llama2-fp16,sizes/13b-llama2-fp16.json
13b-llama2-q2-k,wizardlm-uncensored:13b-llama2-q2_K,sizes/13b-llama2-q2-k.json
13b-llama2-q3-k-l,wizardlm-uncensored:13b-llama2-q3_K_L,sizes/13b-llama2-q3-k-l.json
13b-llama2-q3-k-m,wizardlm-uncensored:13b-llama2-q3_K_M,sizes/13b-llama2-q3-k-m.json
13b-llama2-q3-k-s,wizardlm-uncensored:13b-llama2-q3_K_S,sizes/13b-llama2-q3-k-s.json
13b-llama2-q4-k-m,wizardlm-uncensored:13b-llama2-q4_K_M,sizes/13b-llama2-q4-k-m.json
13b-llama2-q4-k-s,wizardlm-uncensored:13b-llama2-q4_K_S,sizes/13b-llama2-q4-k-s.json
13b-llama2-q40,wizardlm-uncensored:13b-llama2-q4_0,sizes/13b-llama2-q40.json
13b-llama2-q41,wizardlm-uncensored:13b-llama2-q4_1,sizes/13b-llama2-q41.json
13b-llama2-q5-k-m,wizardlm-uncensored:13b-llama2-q5_K_M,sizes/13b-llama2-q5-k-m.json
13b-llama2-q5-k-s,wizardlm-uncensored:13b-llama2-q5_K_S,sizes/13b-llama2-q5-k-s.json
13b-llama2-q50,wizardlm-uncensored:13b-llama2-q5_0,sizes/13b-llama2-q50.json
13b-llama2-q51,wizardlm-uncensored:13b-llama2-q5_1,sizes/13b-llama2-q51.json
13b-llama2-q6-k,wizardlm-uncensored:13b-llama2-q6_K,sizes/13b-llama2-q6-k.json
13b-llama2-q80,wizardlm-uncensored:13b-llama2-q8_0,sizes/13b-llama2-q80.json
latest,wizardlm-uncensored:latest,sizes/latest.json
