size_slug,ollama_ref,size_file,fit_status
9b,ornith:9b,../sizes/9b.json,not_listed_in_agents_selection
9b-bf16,ornith:9b-bf16,../sizes/9b-bf16.json,not_listed_in_agents_selection
9b-q4_k_m,ornith:9b-q4_K_M,../sizes/9b-q4_k_m.json,not_listed_in_agents_selection
9b-q8_0,ornith:9b-q8_0,../sizes/9b-q8_0.json,not_listed_in_agents_selection
latest,ornith:latest,../sizes/latest.json,not_listed_in_agents_selection
