size_slug,ollama_ref,size_file,fit_status
8b,granite3.3:8b,../sizes/8b.json,no_fit
2b,granite3.3:2b,../sizes/2b.json,no_fit
latest,granite3.3:latest,../sizes/latest.json,no_fit
