size_slug,ollama_ref,size_file
1-5b,yi-coder:1.5b,sizes/1-5b.json
1-5b-base,yi-coder:1.5b-base,sizes/1-5b-base.json
1-5b-base-fp16,yi-coder:1.5b-base-fp16,sizes/1-5b-base-fp16.json
1-5b-base-q2_k,yi-coder:1.5b-base-q2_K,sizes/1-5b-base-q2_k.json
1-5b-base-q3_k_l,yi-coder:1.5b-base-q3_K_L,sizes/1-5b-base-q3_k_l.json
1-5b-base-q3_k_m,yi-coder:1.5b-base-q3_K_M,sizes/1-5b-base-q3_k_m.json
1-5b-base-q3_k_s,yi-coder:1.5b-base-q3_K_S,sizes/1-5b-base-q3_k_s.json
1-5b-base-q4_0,yi-coder:1.5b-base-q4_0,sizes/1-5b-base-q4_0.json
1-5b-base-q4_1,yi-coder:1.5b-base-q4_1,sizes/1-5b-base-q4_1.json
1-5b-base-q4_k_m,yi-coder:1.5b-base-q4_K_M,sizes/1-5b-base-q4_k_m.json
1-5b-base-q4_k_s,yi-coder:1.5b-base-q4_K_S,sizes/1-5b-base-q4_k_s.json
1-5b-base-q5_0,yi-coder:1.5b-base-q5_0,sizes/1-5b-base-q5_0.json
1-5b-base-q5_1,yi-coder:1.5b-base-q5_1,sizes/1-5b-base-q5_1.json
1-5b-base-q5_k_m,yi-coder:1.5b-base-q5_K_M,sizes/1-5b-base-q5_k_m.json
1-5b-base-q5_k_s,yi-coder:1.5b-base-q5_K_S,sizes/1-5b-base-q5_k_s.json
1-5b-base-q6_k,yi-coder:1.5b-base-q6_K,sizes/1-5b-base-q6_k.json
1-5b-base-q8_0,yi-coder:1.5b-base-q8_0,sizes/1-5b-base-q8_0.json
1-5b-chat,yi-coder:1.5b-chat,sizes/1-5b-chat.json
1-5b-chat-fp16,yi-coder:1.5b-chat-fp16,sizes/1-5b-chat-fp16.json
1-5b-chat-q2_k,yi-coder:1.5b-chat-q2_K,sizes/1-5b-chat-q2_k.json
1-5b-chat-q3_k_l,yi-coder:1.5b-chat-q3_K_L,sizes/1-5b-chat-q3_k_l.json
1-5b-chat-q3_k_m,yi-coder:1.5b-chat-q3_K_M,sizes/1-5b-chat-q3_k_m.json
1-5b-chat-q3_k_s,yi-coder:1.5b-chat-q3_K_S,sizes/1-5b-chat-q3_k_s.json
1-5b-chat-q4_0,yi-coder:1.5b-chat-q4_0,sizes/1-5b-chat-q4_0.json
1-5b-chat-q4_1,yi-coder:1.5b-chat-q4_1,sizes/1-5b-chat-q4_1.json
1-5b-chat-q4_k_m,yi-coder:1.5b-chat-q4_K_M,sizes/1-5b-chat-q4_k_m.json
1-5b-chat-q4_k_s,yi-coder:1.5b-chat-q4_K_S,sizes/1-5b-chat-q4_k_s.json
1-5b-chat-q5_0,yi-coder:1.5b-chat-q5_0,sizes/1-5b-chat-q5_0.json
1-5b-chat-q5_1,yi-coder:1.5b-chat-q5_1,sizes/1-5b-chat-q5_1.json
1-5b-chat-q5_k_m,yi-coder:1.5b-chat-q5_K_M,sizes/1-5b-chat-q5_k_m.json
1-5b-chat-q5_k_s,yi-coder:1.5b-chat-q5_K_S,sizes/1-5b-chat-q5_k_s.json
1-5b-chat-q6_k,yi-coder:1.5b-chat-q6_K,sizes/1-5b-chat-q6_k.json
1-5b-chat-q8_0,yi-coder:1.5b-chat-q8_0,sizes/1-5b-chat-q8_0.json
