size_slug,ollama_ref,size_file,fit_status
110m,snowflake-arctic-embed:110m,../sizes/110m.json,not_listed_in_agents_selection
110m-m-fp16,snowflake-arctic-embed:110m-m-fp16,../sizes/110m-m-fp16.json,not_listed_in_agents_selection
m,snowflake-arctic-embed:m,../sizes/m.json,not_listed_in_agents_selection
