size_slug,size_json_path,ollama_ref
13b,profiles/nexusraven/sizes/13b.json,nexusraven:13b
13b-fp16,profiles/nexusraven/sizes/13b-fp16.json,nexusraven:13b-fp16
13b-q2-k,profiles/nexusraven/sizes/13b-q2-k.json,nexusraven:13b-q2_K
13b-q3-k-l,profiles/nexusraven/sizes/13b-q3-k-l.json,nexusraven:13b-q3_K_L
13b-q3-k-m,profiles/nexusraven/sizes/13b-q3-k-m.json,nexusraven:13b-q3_K_M
13b-q3-k-s,profiles/nexusraven/sizes/13b-q3-k-s.json,nexusraven:13b-q3_K_S
13b-q4-k-m,profiles/nexusraven/sizes/13b-q4-k-m.json,nexusraven:13b-q4_K_M
13b-q4-k-s,profiles/nexusraven/sizes/13b-q4-k-s.json,nexusraven:13b-q4_K_S
13b-q40,profiles/nexusraven/sizes/13b-q40.json,nexusraven:13b-q4_0
13b-q41,profiles/nexusraven/sizes/13b-q41.json,nexusraven:13b-q4_1
13b-q5-k-m,profiles/nexusraven/sizes/13b-q5-k-m.json,nexusraven:13b-q5_K_M
13b-q5-k-s,profiles/nexusraven/sizes/13b-q5-k-s.json,nexusraven:13b-q5_K_S
13b-q50,profiles/nexusraven/sizes/13b-q50.json,nexusraven:13b-q5_0
13b-q51,profiles/nexusraven/sizes/13b-q51.json,nexusraven:13b-q5_1
13b-q6-k,profiles/nexusraven/sizes/13b-q6-k.json,nexusraven:13b-q6_K
13b-q80,profiles/nexusraven/sizes/13b-q80.json,nexusraven:13b-q8_0
13b-v2-fp16,profiles/nexusraven/sizes/13b-v2-fp16.json,nexusraven:13b-v2-fp16
13b-v2-q2-k,profiles/nexusraven/sizes/13b-v2-q2-k.json,nexusraven:13b-v2-q2_K
13b-v2-q3-k-l,profiles/nexusraven/sizes/13b-v2-q3-k-l.json,nexusraven:13b-v2-q3_K_L
13b-v2-q3-k-m,profiles/nexusraven/sizes/13b-v2-q3-k-m.json,nexusraven:13b-v2-q3_K_M
13b-v2-q3-k-s,profiles/nexusraven/sizes/13b-v2-q3-k-s.json,nexusraven:13b-v2-q3_K_S
13b-v2-q4-k-m,profiles/nexusraven/sizes/13b-v2-q4-k-m.json,nexusraven:13b-v2-q4_K_M
13b-v2-q4-k-s,profiles/nexusraven/sizes/13b-v2-q4-k-s.json,nexusraven:13b-v2-q4_K_S
13b-v2-q40,profiles/nexusraven/sizes/13b-v2-q40.json,nexusraven:13b-v2-q4_0
13b-v2-q41,profiles/nexusraven/sizes/13b-v2-q41.json,nexusraven:13b-v2-q4_1
13b-v2-q5-k-m,profiles/nexusraven/sizes/13b-v2-q5-k-m.json,nexusraven:13b-v2-q5_K_M
13b-v2-q5-k-s,profiles/nexusraven/sizes/13b-v2-q5-k-s.json,nexusraven:13b-v2-q5_K_S
13b-v2-q50,profiles/nexusraven/sizes/13b-v2-q50.json,nexusraven:13b-v2-q5_0
13b-v2-q51,profiles/nexusraven/sizes/13b-v2-q51.json,nexusraven:13b-v2-q5_1
13b-v2-q6-k,profiles/nexusraven/sizes/13b-v2-q6-k.json,nexusraven:13b-v2-q6_K
13b-v2-q80,profiles/nexusraven/sizes/13b-v2-q80.json,nexusraven:13b-v2-q8_0
latest,profiles/nexusraven/sizes/latest.json,nexusraven:latest
