size_slug,ollama_ref,size_file
1.1b,tinydolphin:1.1b,sizes/1.1b.json
1.1b-v2.8-fp16,tinydolphin:1.1b-v2.8-fp16,sizes/1.1b-v2.8-fp16.json
1.1b-v2.8-q2-k,tinydolphin:1.1b-v2.8-q2_K,sizes/1.1b-v2.8-q2-k.json
1.1b-v2.8-q3-k-l,tinydolphin:1.1b-v2.8-q3_K_L,sizes/1.1b-v2.8-q3-k-l.json
1.1b-v2.8-q3-k-m,tinydolphin:1.1b-v2.8-q3_K_M,sizes/1.1b-v2.8-q3-k-m.json
1.1b-v2.8-q3-k-s,tinydolphin:1.1b-v2.8-q3_K_S,sizes/1.1b-v2.8-q3-k-s.json
1.1b-v2.8-q4-k-m,tinydolphin:1.1b-v2.8-q4_K_M,sizes/1.1b-v2.8-q4-k-m.json
1.1b-v2.8-q4-k-s,tinydolphin:1.1b-v2.8-q4_K_S,sizes/1.1b-v2.8-q4-k-s.json
1.1b-v2.8-q40,tinydolphin:1.1b-v2.8-q4_0,sizes/1.1b-v2.8-q40.json
1.1b-v2.8-q41,tinydolphin:1.1b-v2.8-q4_1,sizes/1.1b-v2.8-q41.json
1.1b-v2.8-q5-k-m,tinydolphin:1.1b-v2.8-q5_K_M,sizes/1.1b-v2.8-q5-k-m.json
1.1b-v2.8-q5-k-s,tinydolphin:1.1b-v2.8-q5_K_S,sizes/1.1b-v2.8-q5-k-s.json
1.1b-v2.8-q50,tinydolphin:1.1b-v2.8-q5_0,sizes/1.1b-v2.8-q50.json
1.1b-v2.8-q51,tinydolphin:1.1b-v2.8-q5_1,sizes/1.1b-v2.8-q51.json
1.1b-v2.8-q6-k,tinydolphin:1.1b-v2.8-q6_K,sizes/1.1b-v2.8-q6-k.json
1.1b-v2.8-q80,tinydolphin:1.1b-v2.8-q8_0,sizes/1.1b-v2.8-q80.json
latest,tinydolphin:latest,sizes/latest.json
v2.8,tinydolphin:v2.8,sizes/v2.8.json
