size_slug,size_json_path,ollama_ref
70b-llama2-fp16,profiles/nous-hermes/sizes/70b-llama2-fp16.json,nous-hermes:70b-llama2-fp16
70b-llama2-q2-k,profiles/nous-hermes/sizes/70b-llama2-q2-k.json,nous-hermes:70b-llama2-q2_K
70b-llama2-q3-k-l,profiles/nous-hermes/sizes/70b-llama2-q3-k-l.json,nous-hermes:70b-llama2-q3_K_L
70b-llama2-q3-k-m,profiles/nous-hermes/sizes/70b-llama2-q3-k-m.json,nous-hermes:70b-llama2-q3_K_M
70b-llama2-q3-k-s,profiles/nous-hermes/sizes/70b-llama2-q3-k-s.json,nous-hermes:70b-llama2-q3_K_S
70b-llama2-q4-k-m,profiles/nous-hermes/sizes/70b-llama2-q4-k-m.json,nous-hermes:70b-llama2-q4_K_M
70b-llama2-q4-k-s,profiles/nous-hermes/sizes/70b-llama2-q4-k-s.json,nous-hermes:70b-llama2-q4_K_S
70b-llama2-q40,profiles/nous-hermes/sizes/70b-llama2-q40.json,nous-hermes:70b-llama2-q4_0
70b-llama2-q41,profiles/nous-hermes/sizes/70b-llama2-q41.json,nous-hermes:70b-llama2-q4_1
70b-llama2-q5-k-m,profiles/nous-hermes/sizes/70b-llama2-q5-k-m.json,nous-hermes:70b-llama2-q5_K_M
70b-llama2-q50,profiles/nous-hermes/sizes/70b-llama2-q50.json,nous-hermes:70b-llama2-q5_0
70b-llama2-q51,profiles/nous-hermes/sizes/70b-llama2-q51.json,nous-hermes:70b-llama2-q5_1
70b-llama2-q6-k,profiles/nous-hermes/sizes/70b-llama2-q6-k.json,nous-hermes:70b-llama2-q6_K
13b,profiles/nous-hermes/sizes/13b.json,nous-hermes:13b
13b-fp16,profiles/nous-hermes/sizes/13b-fp16.json,nous-hermes:13b-fp16
13b-llama2,profiles/nous-hermes/sizes/13b-llama2.json,nous-hermes:13b-llama2
13b-llama2-fp16,profiles/nous-hermes/sizes/13b-llama2-fp16.json,nous-hermes:13b-llama2-fp16
13b-llama2-q2-k,profiles/nous-hermes/sizes/13b-llama2-q2-k.json,nous-hermes:13b-llama2-q2_K
13b-llama2-q3-k-l,profiles/nous-hermes/sizes/13b-llama2-q3-k-l.json,nous-hermes:13b-llama2-q3_K_L
13b-llama2-q3-k-m,profiles/nous-hermes/sizes/13b-llama2-q3-k-m.json,nous-hermes:13b-llama2-q3_K_M
13b-llama2-q3-k-s,profiles/nous-hermes/sizes/13b-llama2-q3-k-s.json,nous-hermes:13b-llama2-q3_K_S
13b-llama2-q4-k-m,profiles/nous-hermes/sizes/13b-llama2-q4-k-m.json,nous-hermes:13b-llama2-q4_K_M
13b-llama2-q4-k-s,profiles/nous-hermes/sizes/13b-llama2-q4-k-s.json,nous-hermes:13b-llama2-q4_K_S
13b-llama2-q40,profiles/nous-hermes/sizes/13b-llama2-q40.json,nous-hermes:13b-llama2-q4_0
13b-llama2-q41,profiles/nous-hermes/sizes/13b-llama2-q41.json,nous-hermes:13b-llama2-q4_1
13b-llama2-q5-k-m,profiles/nous-hermes/sizes/13b-llama2-q5-k-m.json,nous-hermes:13b-llama2-q5_K_M
13b-llama2-q5-k-s,profiles/nous-hermes/sizes/13b-llama2-q5-k-s.json,nous-hermes:13b-llama2-q5_K_S
13b-llama2-q50,profiles/nous-hermes/sizes/13b-llama2-q50.json,nous-hermes:13b-llama2-q5_0
13b-llama2-q51,profiles/nous-hermes/sizes/13b-llama2-q51.json,nous-hermes:13b-llama2-q5_1
13b-llama2-q6-k,profiles/nous-hermes/sizes/13b-llama2-q6-k.json,nous-hermes:13b-llama2-q6_K
13b-llama2-q80,profiles/nous-hermes/sizes/13b-llama2-q80.json,nous-hermes:13b-llama2-q8_0
13b-q2-k,profiles/nous-hermes/sizes/13b-q2-k.json,nous-hermes:13b-q2_K
13b-q3-k-l,profiles/nous-hermes/sizes/13b-q3-k-l.json,nous-hermes:13b-q3_K_L
13b-q3-k-m,profiles/nous-hermes/sizes/13b-q3-k-m.json,nous-hermes:13b-q3_K_M
13b-q3-k-s,profiles/nous-hermes/sizes/13b-q3-k-s.json,nous-hermes:13b-q3_K_S
13b-q4-k-m,profiles/nous-hermes/sizes/13b-q4-k-m.json,nous-hermes:13b-q4_K_M
13b-q4-k-s,profiles/nous-hermes/sizes/13b-q4-k-s.json,nous-hermes:13b-q4_K_S
13b-q40,profiles/nous-hermes/sizes/13b-q40.json,nous-hermes:13b-q4_0
13b-q41,profiles/nous-hermes/sizes/13b-q41.json,nous-hermes:13b-q4_1
13b-q5-k-m,profiles/nous-hermes/sizes/13b-q5-k-m.json,nous-hermes:13b-q5_K_M
13b-q5-k-s,profiles/nous-hermes/sizes/13b-q5-k-s.json,nous-hermes:13b-q5_K_S
13b-q50,profiles/nous-hermes/sizes/13b-q50.json,nous-hermes:13b-q5_0
13b-q51,profiles/nous-hermes/sizes/13b-q51.json,nous-hermes:13b-q5_1
13b-q6-k,profiles/nous-hermes/sizes/13b-q6-k.json,nous-hermes:13b-q6_K
