size_slug,ollama_ref,size_file
9b,codegeex4:9b,sizes/9b.json
9b-all-fp16,codegeex4:9b-all-fp16,sizes/9b-all-fp16.json
9b-all-q2-k,codegeex4:9b-all-q2_K,sizes/9b-all-q2-k.json
9b-all-q3-k-l,codegeex4:9b-all-q3_K_L,sizes/9b-all-q3-k-l.json
9b-all-q3-k-m,codegeex4:9b-all-q3_K_M,sizes/9b-all-q3-k-m.json
9b-all-q3-k-s,codegeex4:9b-all-q3_K_S,sizes/9b-all-q3-k-s.json
9b-all-q4-k-m,codegeex4:9b-all-q4_K_M,sizes/9b-all-q4-k-m.json
9b-all-q4-k-s,codegeex4:9b-all-q4_K_S,sizes/9b-all-q4-k-s.json
9b-all-q40,codegeex4:9b-all-q4_0,sizes/9b-all-q40.json
9b-all-q41,codegeex4:9b-all-q4_1,sizes/9b-all-q41.json
9b-all-q5-k-m,codegeex4:9b-all-q5_K_M,sizes/9b-all-q5-k-m.json
9b-all-q5-k-s,codegeex4:9b-all-q5_K_S,sizes/9b-all-q5-k-s.json
9b-all-q50,codegeex4:9b-all-q5_0,sizes/9b-all-q50.json
9b-all-q51,codegeex4:9b-all-q5_1,sizes/9b-all-q51.json
9b-all-q6-k,codegeex4:9b-all-q6_K,sizes/9b-all-q6-k.json
9b-all-q80,codegeex4:9b-all-q8_0,sizes/9b-all-q80.json
latest,codegeex4:latest,sizes/latest.json
