size_slug,ollama_ref,size_file
360m,smollm:360m,sizes/360m.json
360m-base-v0-2-fp16,smollm:360m-base-v0.2-fp16,sizes/360m-base-v0-2-fp16.json
360m-base-v0-2-q2_k,smollm:360m-base-v0.2-q2_K,sizes/360m-base-v0-2-q2_k.json
360m-base-v0-2-q3_k_l,smollm:360m-base-v0.2-q3_K_L,sizes/360m-base-v0-2-q3_k_l.json
360m-base-v0-2-q3_k_m,smollm:360m-base-v0.2-q3_K_M,sizes/360m-base-v0-2-q3_k_m.json
360m-base-v0-2-q3_k_s,smollm:360m-base-v0.2-q3_K_S,sizes/360m-base-v0-2-q3_k_s.json
360m-base-v0-2-q4_0,smollm:360m-base-v0.2-q4_0,sizes/360m-base-v0-2-q4_0.json
360m-base-v0-2-q4_1,smollm:360m-base-v0.2-q4_1,sizes/360m-base-v0-2-q4_1.json
360m-base-v0-2-q4_k_m,smollm:360m-base-v0.2-q4_K_M,sizes/360m-base-v0-2-q4_k_m.json
360m-base-v0-2-q4_k_s,smollm:360m-base-v0.2-q4_K_S,sizes/360m-base-v0-2-q4_k_s.json
360m-base-v0-2-q5_0,smollm:360m-base-v0.2-q5_0,sizes/360m-base-v0-2-q5_0.json
360m-base-v0-2-q5_1,smollm:360m-base-v0.2-q5_1,sizes/360m-base-v0-2-q5_1.json
360m-base-v0-2-q5_k_m,smollm:360m-base-v0.2-q5_K_M,sizes/360m-base-v0-2-q5_k_m.json
360m-base-v0-2-q5_k_s,smollm:360m-base-v0.2-q5_K_S,sizes/360m-base-v0-2-q5_k_s.json
360m-base-v0-2-q6_k,smollm:360m-base-v0.2-q6_K,sizes/360m-base-v0-2-q6_k.json
360m-base-v0-2-q8_0,smollm:360m-base-v0.2-q8_0,sizes/360m-base-v0-2-q8_0.json
360m-instruct-v0-2-fp16,smollm:360m-instruct-v0.2-fp16,sizes/360m-instruct-v0-2-fp16.json
360m-instruct-v0-2-q2_k,smollm:360m-instruct-v0.2-q2_K,sizes/360m-instruct-v0-2-q2_k.json
360m-instruct-v0-2-q3_k_l,smollm:360m-instruct-v0.2-q3_K_L,sizes/360m-instruct-v0-2-q3_k_l.json
360m-instruct-v0-2-q3_k_m,smollm:360m-instruct-v0.2-q3_K_M,sizes/360m-instruct-v0-2-q3_k_m.json
360m-instruct-v0-2-q3_k_s,smollm:360m-instruct-v0.2-q3_K_S,sizes/360m-instruct-v0-2-q3_k_s.json
360m-instruct-v0-2-q4_0,smollm:360m-instruct-v0.2-q4_0,sizes/360m-instruct-v0-2-q4_0.json
360m-instruct-v0-2-q4_1,smollm:360m-instruct-v0.2-q4_1,sizes/360m-instruct-v0-2-q4_1.json
360m-instruct-v0-2-q4_k_m,smollm:360m-instruct-v0.2-q4_K_M,sizes/360m-instruct-v0-2-q4_k_m.json
360m-instruct-v0-2-q4_k_s,smollm:360m-instruct-v0.2-q4_K_S,sizes/360m-instruct-v0-2-q4_k_s.json
360m-instruct-v0-2-q5_0,smollm:360m-instruct-v0.2-q5_0,sizes/360m-instruct-v0-2-q5_0.json
360m-instruct-v0-2-q5_1,smollm:360m-instruct-v0.2-q5_1,sizes/360m-instruct-v0-2-q5_1.json
360m-instruct-v0-2-q5_k_m,smollm:360m-instruct-v0.2-q5_K_M,sizes/360m-instruct-v0-2-q5_k_m.json
360m-instruct-v0-2-q5_k_s,smollm:360m-instruct-v0.2-q5_K_S,sizes/360m-instruct-v0-2-q5_k_s.json
360m-instruct-v0-2-q6_k,smollm:360m-instruct-v0.2-q6_K,sizes/360m-instruct-v0-2-q6_k.json
360m-instruct-v0-2-q8_0,smollm:360m-instruct-v0.2-q8_0,sizes/360m-instruct-v0-2-q8_0.json
