size_slug,size_json_path,ollama_ref
10.7b,profiles/solar/sizes/10.7b.json,solar:10.7b
10.7b-instruct-v1-fp16,profiles/solar/sizes/10.7b-instruct-v1-fp16.json,solar:10.7b-instruct-v1-fp16
10.7b-instruct-v1-q2-k,profiles/solar/sizes/10.7b-instruct-v1-q2-k.json,solar:10.7b-instruct-v1-q2_K
10.7b-instruct-v1-q3-k-l,profiles/solar/sizes/10.7b-instruct-v1-q3-k-l.json,solar:10.7b-instruct-v1-q3_K_L
10.7b-instruct-v1-q3-k-m,profiles/solar/sizes/10.7b-instruct-v1-q3-k-m.json,solar:10.7b-instruct-v1-q3_K_M
10.7b-instruct-v1-q3-k-s,profiles/solar/sizes/10.7b-instruct-v1-q3-k-s.json,solar:10.7b-instruct-v1-q3_K_S
10.7b-instruct-v1-q4-k-m,profiles/solar/sizes/10.7b-instruct-v1-q4-k-m.json,solar:10.7b-instruct-v1-q4_K_M
10.7b-instruct-v1-q4-k-s,profiles/solar/sizes/10.7b-instruct-v1-q4-k-s.json,solar:10.7b-instruct-v1-q4_K_S
10.7b-instruct-v1-q40,profiles/solar/sizes/10.7b-instruct-v1-q40.json,solar:10.7b-instruct-v1-q4_0
10.7b-instruct-v1-q41,profiles/solar/sizes/10.7b-instruct-v1-q41.json,solar:10.7b-instruct-v1-q4_1
10.7b-instruct-v1-q5-k-m,profiles/solar/sizes/10.7b-instruct-v1-q5-k-m.json,solar:10.7b-instruct-v1-q5_K_M
10.7b-instruct-v1-q5-k-s,profiles/solar/sizes/10.7b-instruct-v1-q5-k-s.json,solar:10.7b-instruct-v1-q5_K_S
10.7b-instruct-v1-q50,profiles/solar/sizes/10.7b-instruct-v1-q50.json,solar:10.7b-instruct-v1-q5_0
10.7b-instruct-v1-q51,profiles/solar/sizes/10.7b-instruct-v1-q51.json,solar:10.7b-instruct-v1-q5_1
10.7b-instruct-v1-q6-k,profiles/solar/sizes/10.7b-instruct-v1-q6-k.json,solar:10.7b-instruct-v1-q6_K
10.7b-instruct-v1-q80,profiles/solar/sizes/10.7b-instruct-v1-q80.json,solar:10.7b-instruct-v1-q8_0
10.7b-text-v1-fp16,profiles/solar/sizes/10.7b-text-v1-fp16.json,solar:10.7b-text-v1-fp16
10.7b-text-v1-q2-k,profiles/solar/sizes/10.7b-text-v1-q2-k.json,solar:10.7b-text-v1-q2_K
10.7b-text-v1-q3-k-l,profiles/solar/sizes/10.7b-text-v1-q3-k-l.json,solar:10.7b-text-v1-q3_K_L
10.7b-text-v1-q3-k-m,profiles/solar/sizes/10.7b-text-v1-q3-k-m.json,solar:10.7b-text-v1-q3_K_M
10.7b-text-v1-q3-k-s,profiles/solar/sizes/10.7b-text-v1-q3-k-s.json,solar:10.7b-text-v1-q3_K_S
10.7b-text-v1-q4-k-m,profiles/solar/sizes/10.7b-text-v1-q4-k-m.json,solar:10.7b-text-v1-q4_K_M
10.7b-text-v1-q4-k-s,profiles/solar/sizes/10.7b-text-v1-q4-k-s.json,solar:10.7b-text-v1-q4_K_S
10.7b-text-v1-q40,profiles/solar/sizes/10.7b-text-v1-q40.json,solar:10.7b-text-v1-q4_0
10.7b-text-v1-q41,profiles/solar/sizes/10.7b-text-v1-q41.json,solar:10.7b-text-v1-q4_1
10.7b-text-v1-q5-k-m,profiles/solar/sizes/10.7b-text-v1-q5-k-m.json,solar:10.7b-text-v1-q5_K_M
10.7b-text-v1-q5-k-s,profiles/solar/sizes/10.7b-text-v1-q5-k-s.json,solar:10.7b-text-v1-q5_K_S
10.7b-text-v1-q50,profiles/solar/sizes/10.7b-text-v1-q50.json,solar:10.7b-text-v1-q5_0
10.7b-text-v1-q51,profiles/solar/sizes/10.7b-text-v1-q51.json,solar:10.7b-text-v1-q5_1
10.7b-text-v1-q6-k,profiles/solar/sizes/10.7b-text-v1-q6-k.json,solar:10.7b-text-v1-q6_K
10.7b-text-v1-q80,profiles/solar/sizes/10.7b-text-v1-q80.json,solar:10.7b-text-v1-q8_0
latest,profiles/solar/sizes/latest.json,solar:latest
