size_slug,size_json_path,ollama_ref
1.1b,profiles/tinydolphin/sizes/1.1b.json,tinydolphin:1.1b
1.1b-v2.8-fp16,profiles/tinydolphin/sizes/1.1b-v2.8-fp16.json,tinydolphin:1.1b-v2.8-fp16
1.1b-v2.8-q2-k,profiles/tinydolphin/sizes/1.1b-v2.8-q2-k.json,tinydolphin:1.1b-v2.8-q2_K
1.1b-v2.8-q3-k-l,profiles/tinydolphin/sizes/1.1b-v2.8-q3-k-l.json,tinydolphin:1.1b-v2.8-q3_K_L
1.1b-v2.8-q3-k-m,profiles/tinydolphin/sizes/1.1b-v2.8-q3-k-m.json,tinydolphin:1.1b-v2.8-q3_K_M
1.1b-v2.8-q3-k-s,profiles/tinydolphin/sizes/1.1b-v2.8-q3-k-s.json,tinydolphin:1.1b-v2.8-q3_K_S
1.1b-v2.8-q4-k-m,profiles/tinydolphin/sizes/1.1b-v2.8-q4-k-m.json,tinydolphin:1.1b-v2.8-q4_K_M
1.1b-v2.8-q4-k-s,profiles/tinydolphin/sizes/1.1b-v2.8-q4-k-s.json,tinydolphin:1.1b-v2.8-q4_K_S
1.1b-v2.8-q40,profiles/tinydolphin/sizes/1.1b-v2.8-q40.json,tinydolphin:1.1b-v2.8-q4_0
1.1b-v2.8-q41,profiles/tinydolphin/sizes/1.1b-v2.8-q41.json,tinydolphin:1.1b-v2.8-q4_1
1.1b-v2.8-q5-k-m,profiles/tinydolphin/sizes/1.1b-v2.8-q5-k-m.json,tinydolphin:1.1b-v2.8-q5_K_M
1.1b-v2.8-q5-k-s,profiles/tinydolphin/sizes/1.1b-v2.8-q5-k-s.json,tinydolphin:1.1b-v2.8-q5_K_S
1.1b-v2.8-q50,profiles/tinydolphin/sizes/1.1b-v2.8-q50.json,tinydolphin:1.1b-v2.8-q5_0
1.1b-v2.8-q51,profiles/tinydolphin/sizes/1.1b-v2.8-q51.json,tinydolphin:1.1b-v2.8-q5_1
1.1b-v2.8-q6-k,profiles/tinydolphin/sizes/1.1b-v2.8-q6-k.json,tinydolphin:1.1b-v2.8-q6_K
1.1b-v2.8-q80,profiles/tinydolphin/sizes/1.1b-v2.8-q80.json,tinydolphin:1.1b-v2.8-q8_0
latest,profiles/tinydolphin/sizes/latest.json,tinydolphin:latest
v2.8,profiles/tinydolphin/sizes/v2.8.json,tinydolphin:v2.8
