size_slug,ollama_ref,size_file
4b,nemotron-mini:4b,sizes/4b.json
4b-instruct-fp16,nemotron-mini:4b-instruct-fp16,sizes/4b-instruct-fp16.json
4b-instruct-q2_k,nemotron-mini:4b-instruct-q2_K,sizes/4b-instruct-q2_k.json
4b-instruct-q3_k_l,nemotron-mini:4b-instruct-q3_K_L,sizes/4b-instruct-q3_k_l.json
4b-instruct-q3_k_m,nemotron-mini:4b-instruct-q3_K_M,sizes/4b-instruct-q3_k_m.json
4b-instruct-q3_k_s,nemotron-mini:4b-instruct-q3_K_S,sizes/4b-instruct-q3_k_s.json
4b-instruct-q4_0,nemotron-mini:4b-instruct-q4_0,sizes/4b-instruct-q4_0.json
4b-instruct-q4_1,nemotron-mini:4b-instruct-q4_1,sizes/4b-instruct-q4_1.json
4b-instruct-q4_k_m,nemotron-mini:4b-instruct-q4_K_M,sizes/4b-instruct-q4_k_m.json
4b-instruct-q4_k_s,nemotron-mini:4b-instruct-q4_K_S,sizes/4b-instruct-q4_k_s.json
4b-instruct-q5_0,nemotron-mini:4b-instruct-q5_0,sizes/4b-instruct-q5_0.json
4b-instruct-q5_1,nemotron-mini:4b-instruct-q5_1,sizes/4b-instruct-q5_1.json
4b-instruct-q5_k_m,nemotron-mini:4b-instruct-q5_K_M,sizes/4b-instruct-q5_k_m.json
4b-instruct-q5_k_s,nemotron-mini:4b-instruct-q5_K_S,sizes/4b-instruct-q5_k_s.json
4b-instruct-q6_k,nemotron-mini:4b-instruct-q6_K,sizes/4b-instruct-q6_k.json
4b-instruct-q8_0,nemotron-mini:4b-instruct-q8_0,sizes/4b-instruct-q8_0.json
latest,nemotron-mini:latest,sizes/latest.json
