size_slug,size_json_path,ollama_ref
8b,profiles/minicpm-v/sizes/8b.json,minicpm-v:8b
8b2.6-fp16,profiles/minicpm-v/sizes/8b2.6-fp16.json,minicpm-v:8b-2.6-fp16
8b2.6-q2-k,profiles/minicpm-v/sizes/8b2.6-q2-k.json,minicpm-v:8b-2.6-q2_K
8b2.6-q3-k-l,profiles/minicpm-v/sizes/8b2.6-q3-k-l.json,minicpm-v:8b-2.6-q3_K_L
8b2.6-q3-k-m,profiles/minicpm-v/sizes/8b2.6-q3-k-m.json,minicpm-v:8b-2.6-q3_K_M
8b2.6-q3-k-s,profiles/minicpm-v/sizes/8b2.6-q3-k-s.json,minicpm-v:8b-2.6-q3_K_S
8b2.6-q4-k-m,profiles/minicpm-v/sizes/8b2.6-q4-k-m.json,minicpm-v:8b-2.6-q4_K_M
8b2.6-q4-k-s,profiles/minicpm-v/sizes/8b2.6-q4-k-s.json,minicpm-v:8b-2.6-q4_K_S
8b2.6-q40,profiles/minicpm-v/sizes/8b2.6-q40.json,minicpm-v:8b-2.6-q4_0
8b2.6-q41,profiles/minicpm-v/sizes/8b2.6-q41.json,minicpm-v:8b-2.6-q4_1
8b2.6-q5-k-m,profiles/minicpm-v/sizes/8b2.6-q5-k-m.json,minicpm-v:8b-2.6-q5_K_M
8b2.6-q5-k-s,profiles/minicpm-v/sizes/8b2.6-q5-k-s.json,minicpm-v:8b-2.6-q5_K_S
8b2.6-q50,profiles/minicpm-v/sizes/8b2.6-q50.json,minicpm-v:8b-2.6-q5_0
8b2.6-q51,profiles/minicpm-v/sizes/8b2.6-q51.json,minicpm-v:8b-2.6-q5_1
8b2.6-q6-k,profiles/minicpm-v/sizes/8b2.6-q6-k.json,minicpm-v:8b-2.6-q6_K
8b2.6-q80,profiles/minicpm-v/sizes/8b2.6-q80.json,minicpm-v:8b-2.6-q8_0
latest,profiles/minicpm-v/sizes/latest.json,minicpm-v:latest
