size_slug,size_json_path,ollama_ref
405b,profiles/hermes3/sizes/405b.json,hermes3:405b
405b-llama3.1-fp16,profiles/hermes3/sizes/405b-llama3.1-fp16.json,hermes3:405b-llama3.1-fp16
405b-llama3.1-q2-k,profiles/hermes3/sizes/405b-llama3.1-q2-k.json,hermes3:405b-llama3.1-q2_K
405b-llama3.1-q3-k-l,profiles/hermes3/sizes/405b-llama3.1-q3-k-l.json,hermes3:405b-llama3.1-q3_K_L
405b-llama3.1-q3-k-m,profiles/hermes3/sizes/405b-llama3.1-q3-k-m.json,hermes3:405b-llama3.1-q3_K_M
405b-llama3.1-q3-k-s,profiles/hermes3/sizes/405b-llama3.1-q3-k-s.json,hermes3:405b-llama3.1-q3_K_S
405b-llama3.1-q4-k-m,profiles/hermes3/sizes/405b-llama3.1-q4-k-m.json,hermes3:405b-llama3.1-q4_K_M
405b-llama3.1-q4-k-s,profiles/hermes3/sizes/405b-llama3.1-q4-k-s.json,hermes3:405b-llama3.1-q4_K_S
405b-llama3.1-q40,profiles/hermes3/sizes/405b-llama3.1-q40.json,hermes3:405b-llama3.1-q4_0
405b-llama3.1-q41,profiles/hermes3/sizes/405b-llama3.1-q41.json,hermes3:405b-llama3.1-q4_1
405b-llama3.1-q5-k-m,profiles/hermes3/sizes/405b-llama3.1-q5-k-m.json,hermes3:405b-llama3.1-q5_K_M
405b-llama3.1-q5-k-s,profiles/hermes3/sizes/405b-llama3.1-q5-k-s.json,hermes3:405b-llama3.1-q5_K_S
405b-llama3.1-q50,profiles/hermes3/sizes/405b-llama3.1-q50.json,hermes3:405b-llama3.1-q5_0
405b-llama3.1-q51,profiles/hermes3/sizes/405b-llama3.1-q51.json,hermes3:405b-llama3.1-q5_1
405b-llama3.1-q6-k,profiles/hermes3/sizes/405b-llama3.1-q6-k.json,hermes3:405b-llama3.1-q6_K
405b-llama3.1-q80,profiles/hermes3/sizes/405b-llama3.1-q80.json,hermes3:405b-llama3.1-q8_0
70b,profiles/hermes3/sizes/70b.json,hermes3:70b
70b-llama3.1-fp16,profiles/hermes3/sizes/70b-llama3.1-fp16.json,hermes3:70b-llama3.1-fp16
70b-llama3.1-q2-k,profiles/hermes3/sizes/70b-llama3.1-q2-k.json,hermes3:70b-llama3.1-q2_K
70b-llama3.1-q3-k-l,profiles/hermes3/sizes/70b-llama3.1-q3-k-l.json,hermes3:70b-llama3.1-q3_K_L
70b-llama3.1-q3-k-m,profiles/hermes3/sizes/70b-llama3.1-q3-k-m.json,hermes3:70b-llama3.1-q3_K_M
70b-llama3.1-q3-k-s,profiles/hermes3/sizes/70b-llama3.1-q3-k-s.json,hermes3:70b-llama3.1-q3_K_S
70b-llama3.1-q4-k-m,profiles/hermes3/sizes/70b-llama3.1-q4-k-m.json,hermes3:70b-llama3.1-q4_K_M
70b-llama3.1-q4-k-s,profiles/hermes3/sizes/70b-llama3.1-q4-k-s.json,hermes3:70b-llama3.1-q4_K_S
70b-llama3.1-q40,profiles/hermes3/sizes/70b-llama3.1-q40.json,hermes3:70b-llama3.1-q4_0
70b-llama3.1-q41,profiles/hermes3/sizes/70b-llama3.1-q41.json,hermes3:70b-llama3.1-q4_1
70b-llama3.1-q5-k-m,profiles/hermes3/sizes/70b-llama3.1-q5-k-m.json,hermes3:70b-llama3.1-q5_K_M
70b-llama3.1-q5-k-s,profiles/hermes3/sizes/70b-llama3.1-q5-k-s.json,hermes3:70b-llama3.1-q5_K_S
70b-llama3.1-q50,profiles/hermes3/sizes/70b-llama3.1-q50.json,hermes3:70b-llama3.1-q5_0
70b-llama3.1-q51,profiles/hermes3/sizes/70b-llama3.1-q51.json,hermes3:70b-llama3.1-q5_1
70b-llama3.1-q6-k,profiles/hermes3/sizes/70b-llama3.1-q6-k.json,hermes3:70b-llama3.1-q6_K
70b-llama3.1-q80,profiles/hermes3/sizes/70b-llama3.1-q80.json,hermes3:70b-llama3.1-q8_0
8b,profiles/hermes3/sizes/8b.json,hermes3:8b
8b-llama3.1-fp16,profiles/hermes3/sizes/8b-llama3.1-fp16.json,hermes3:8b-llama3.1-fp16
8b-llama3.1-q2-k,profiles/hermes3/sizes/8b-llama3.1-q2-k.json,hermes3:8b-llama3.1-q2_K
8b-llama3.1-q3-k-l,profiles/hermes3/sizes/8b-llama3.1-q3-k-l.json,hermes3:8b-llama3.1-q3_K_L
8b-llama3.1-q3-k-m,profiles/hermes3/sizes/8b-llama3.1-q3-k-m.json,hermes3:8b-llama3.1-q3_K_M
8b-llama3.1-q3-k-s,profiles/hermes3/sizes/8b-llama3.1-q3-k-s.json,hermes3:8b-llama3.1-q3_K_S
8b-llama3.1-q4-k-m,profiles/hermes3/sizes/8b-llama3.1-q4-k-m.json,hermes3:8b-llama3.1-q4_K_M
8b-llama3.1-q4-k-s,profiles/hermes3/sizes/8b-llama3.1-q4-k-s.json,hermes3:8b-llama3.1-q4_K_S
8b-llama3.1-q40,profiles/hermes3/sizes/8b-llama3.1-q40.json,hermes3:8b-llama3.1-q4_0
8b-llama3.1-q41,profiles/hermes3/sizes/8b-llama3.1-q41.json,hermes3:8b-llama3.1-q4_1
8b-llama3.1-q5-k-m,profiles/hermes3/sizes/8b-llama3.1-q5-k-m.json,hermes3:8b-llama3.1-q5_K_M
8b-llama3.1-q5-k-s,profiles/hermes3/sizes/8b-llama3.1-q5-k-s.json,hermes3:8b-llama3.1-q5_K_S
8b-llama3.1-q50,profiles/hermes3/sizes/8b-llama3.1-q50.json,hermes3:8b-llama3.1-q5_0
8b-llama3.1-q51,profiles/hermes3/sizes/8b-llama3.1-q51.json,hermes3:8b-llama3.1-q5_1
8b-llama3.1-q6-k,profiles/hermes3/sizes/8b-llama3.1-q6-k.json,hermes3:8b-llama3.1-q6_K
8b-llama3.1-q80,profiles/hermes3/sizes/8b-llama3.1-q80.json,hermes3:8b-llama3.1-q8_0
3b,profiles/hermes3/sizes/3b.json,hermes3:3b
3b-llama3.2-fp16,profiles/hermes3/sizes/3b-llama3.2-fp16.json,hermes3:3b-llama3.2-fp16
3b-llama3.2-q2-k,profiles/hermes3/sizes/3b-llama3.2-q2-k.json,hermes3:3b-llama3.2-q2_K
3b-llama3.2-q3-k-l,profiles/hermes3/sizes/3b-llama3.2-q3-k-l.json,hermes3:3b-llama3.2-q3_K_L
3b-llama3.2-q3-k-m,profiles/hermes3/sizes/3b-llama3.2-q3-k-m.json,hermes3:3b-llama3.2-q3_K_M
3b-llama3.2-q3-k-s,profiles/hermes3/sizes/3b-llama3.2-q3-k-s.json,hermes3:3b-llama3.2-q3_K_S
3b-llama3.2-q4-k-m,profiles/hermes3/sizes/3b-llama3.2-q4-k-m.json,hermes3:3b-llama3.2-q4_K_M
3b-llama3.2-q4-k-s,profiles/hermes3/sizes/3b-llama3.2-q4-k-s.json,hermes3:3b-llama3.2-q4_K_S
3b-llama3.2-q40,profiles/hermes3/sizes/3b-llama3.2-q40.json,hermes3:3b-llama3.2-q4_0
3b-llama3.2-q41,profiles/hermes3/sizes/3b-llama3.2-q41.json,hermes3:3b-llama3.2-q4_1
3b-llama3.2-q5-k-m,profiles/hermes3/sizes/3b-llama3.2-q5-k-m.json,hermes3:3b-llama3.2-q5_K_M
3b-llama3.2-q5-k-s,profiles/hermes3/sizes/3b-llama3.2-q5-k-s.json,hermes3:3b-llama3.2-q5_K_S
3b-llama3.2-q50,profiles/hermes3/sizes/3b-llama3.2-q50.json,hermes3:3b-llama3.2-q5_0
3b-llama3.2-q51,profiles/hermes3/sizes/3b-llama3.2-q51.json,hermes3:3b-llama3.2-q5_1
3b-llama3.2-q6-k,profiles/hermes3/sizes/3b-llama3.2-q6-k.json,hermes3:3b-llama3.2-q6_K
3b-llama3.2-q80,profiles/hermes3/sizes/3b-llama3.2-q80.json,hermes3:3b-llama3.2-q8_0
latest,profiles/hermes3/sizes/latest.json,hermes3:latest
