size_slug,size_json_path,ollama_ref
27b,profiles/shieldgemma/sizes/27b.json,shieldgemma:27b
27b-fp16,profiles/shieldgemma/sizes/27b-fp16.json,shieldgemma:27b-fp16
27b-q2-k,profiles/shieldgemma/sizes/27b-q2-k.json,shieldgemma:27b-q2_K
27b-q3-k-l,profiles/shieldgemma/sizes/27b-q3-k-l.json,shieldgemma:27b-q3_K_L
27b-q3-k-m,profiles/shieldgemma/sizes/27b-q3-k-m.json,shieldgemma:27b-q3_K_M
27b-q3-k-s,profiles/shieldgemma/sizes/27b-q3-k-s.json,shieldgemma:27b-q3_K_S
27b-q4-k-m,profiles/shieldgemma/sizes/27b-q4-k-m.json,shieldgemma:27b-q4_K_M
27b-q4-k-s,profiles/shieldgemma/sizes/27b-q4-k-s.json,shieldgemma:27b-q4_K_S
27b-q40,profiles/shieldgemma/sizes/27b-q40.json,shieldgemma:27b-q4_0
27b-q41,profiles/shieldgemma/sizes/27b-q41.json,shieldgemma:27b-q4_1
27b-q5-k-m,profiles/shieldgemma/sizes/27b-q5-k-m.json,shieldgemma:27b-q5_K_M
27b-q5-k-s,profiles/shieldgemma/sizes/27b-q5-k-s.json,shieldgemma:27b-q5_K_S
27b-q50,profiles/shieldgemma/sizes/27b-q50.json,shieldgemma:27b-q5_0
27b-q51,profiles/shieldgemma/sizes/27b-q51.json,shieldgemma:27b-q5_1
27b-q6-k,profiles/shieldgemma/sizes/27b-q6-k.json,shieldgemma:27b-q6_K
27b-q80,profiles/shieldgemma/sizes/27b-q80.json,shieldgemma:27b-q8_0
9b,profiles/shieldgemma/sizes/9b.json,shieldgemma:9b
9b-fp16,profiles/shieldgemma/sizes/9b-fp16.json,shieldgemma:9b-fp16
9b-q2-k,profiles/shieldgemma/sizes/9b-q2-k.json,shieldgemma:9b-q2_K
9b-q3-k-l,profiles/shieldgemma/sizes/9b-q3-k-l.json,shieldgemma:9b-q3_K_L
9b-q3-k-m,profiles/shieldgemma/sizes/9b-q3-k-m.json,shieldgemma:9b-q3_K_M
9b-q3-k-s,profiles/shieldgemma/sizes/9b-q3-k-s.json,shieldgemma:9b-q3_K_S
9b-q4-k-m,profiles/shieldgemma/sizes/9b-q4-k-m.json,shieldgemma:9b-q4_K_M
9b-q4-k-s,profiles/shieldgemma/sizes/9b-q4-k-s.json,shieldgemma:9b-q4_K_S
9b-q40,profiles/shieldgemma/sizes/9b-q40.json,shieldgemma:9b-q4_0
9b-q41,profiles/shieldgemma/sizes/9b-q41.json,shieldgemma:9b-q4_1
9b-q5-k-m,profiles/shieldgemma/sizes/9b-q5-k-m.json,shieldgemma:9b-q5_K_M
9b-q5-k-s,profiles/shieldgemma/sizes/9b-q5-k-s.json,shieldgemma:9b-q5_K_S
9b-q50,profiles/shieldgemma/sizes/9b-q50.json,shieldgemma:9b-q5_0
9b-q51,profiles/shieldgemma/sizes/9b-q51.json,shieldgemma:9b-q5_1
9b-q6-k,profiles/shieldgemma/sizes/9b-q6-k.json,shieldgemma:9b-q6_K
9b-q80,profiles/shieldgemma/sizes/9b-q80.json,shieldgemma:9b-q8_0
2b,profiles/shieldgemma/sizes/2b.json,shieldgemma:2b
2b-fp16,profiles/shieldgemma/sizes/2b-fp16.json,shieldgemma:2b-fp16
2b-q2-k,profiles/shieldgemma/sizes/2b-q2-k.json,shieldgemma:2b-q2_K
2b-q3-k-l,profiles/shieldgemma/sizes/2b-q3-k-l.json,shieldgemma:2b-q3_K_L
2b-q3-k-m,profiles/shieldgemma/sizes/2b-q3-k-m.json,shieldgemma:2b-q3_K_M
2b-q3-k-s,profiles/shieldgemma/sizes/2b-q3-k-s.json,shieldgemma:2b-q3_K_S
2b-q4-k-m,profiles/shieldgemma/sizes/2b-q4-k-m.json,shieldgemma:2b-q4_K_M
2b-q4-k-s,profiles/shieldgemma/sizes/2b-q4-k-s.json,shieldgemma:2b-q4_K_S
2b-q40,profiles/shieldgemma/sizes/2b-q40.json,shieldgemma:2b-q4_0
2b-q41,profiles/shieldgemma/sizes/2b-q41.json,shieldgemma:2b-q4_1
2b-q5-k-m,profiles/shieldgemma/sizes/2b-q5-k-m.json,shieldgemma:2b-q5_K_M
2b-q5-k-s,profiles/shieldgemma/sizes/2b-q5-k-s.json,shieldgemma:2b-q5_K_S
2b-q50,profiles/shieldgemma/sizes/2b-q50.json,shieldgemma:2b-q5_0
2b-q51,profiles/shieldgemma/sizes/2b-q51.json,shieldgemma:2b-q5_1
2b-q6-k,profiles/shieldgemma/sizes/2b-q6-k.json,shieldgemma:2b-q6_K
2b-q80,profiles/shieldgemma/sizes/2b-q80.json,shieldgemma:2b-q8_0
latest,profiles/shieldgemma/sizes/latest.json,shieldgemma:latest
