size_slug,size_json_path,ollama_ref
34b,profiles/llava/sizes/34b.json,llava:34b
34b-v1.6,profiles/llava/sizes/34b-v1.6.json,llava:34b-v1.6
34b-v1.6-fp16,profiles/llava/sizes/34b-v1.6-fp16.json,llava:34b-v1.6-fp16
34b-v1.6-q2-k,profiles/llava/sizes/34b-v1.6-q2-k.json,llava:34b-v1.6-q2_K
34b-v1.6-q3-k-l,profiles/llava/sizes/34b-v1.6-q3-k-l.json,llava:34b-v1.6-q3_K_L
34b-v1.6-q3-k-m,profiles/llava/sizes/34b-v1.6-q3-k-m.json,llava:34b-v1.6-q3_K_M
34b-v1.6-q3-k-s,profiles/llava/sizes/34b-v1.6-q3-k-s.json,llava:34b-v1.6-q3_K_S
34b-v1.6-q4-k-m,profiles/llava/sizes/34b-v1.6-q4-k-m.json,llava:34b-v1.6-q4_K_M
34b-v1.6-q4-k-s,profiles/llava/sizes/34b-v1.6-q4-k-s.json,llava:34b-v1.6-q4_K_S
34b-v1.6-q40,profiles/llava/sizes/34b-v1.6-q40.json,llava:34b-v1.6-q4_0
34b-v1.6-q41,profiles/llava/sizes/34b-v1.6-q41.json,llava:34b-v1.6-q4_1
34b-v1.6-q5-k-m,profiles/llava/sizes/34b-v1.6-q5-k-m.json,llava:34b-v1.6-q5_K_M
34b-v1.6-q5-k-s,profiles/llava/sizes/34b-v1.6-q5-k-s.json,llava:34b-v1.6-q5_K_S
34b-v1.6-q50,profiles/llava/sizes/34b-v1.6-q50.json,llava:34b-v1.6-q5_0
34b-v1.6-q51,profiles/llava/sizes/34b-v1.6-q51.json,llava:34b-v1.6-q5_1
34b-v1.6-q6-k,profiles/llava/sizes/34b-v1.6-q6-k.json,llava:34b-v1.6-q6_K
34b-v1.6-q80,profiles/llava/sizes/34b-v1.6-q80.json,llava:34b-v1.6-q8_0
13b,profiles/llava/sizes/13b.json,llava:13b
13b-v1.5-fp16,profiles/llava/sizes/13b-v1.5-fp16.json,llava:13b-v1.5-fp16
13b-v1.5-q2-k,profiles/llava/sizes/13b-v1.5-q2-k.json,llava:13b-v1.5-q2_K
13b-v1.5-q3-k-l,profiles/llava/sizes/13b-v1.5-q3-k-l.json,llava:13b-v1.5-q3_K_L
13b-v1.5-q3-k-m,profiles/llava/sizes/13b-v1.5-q3-k-m.json,llava:13b-v1.5-q3_K_M
13b-v1.5-q3-k-s,profiles/llava/sizes/13b-v1.5-q3-k-s.json,llava:13b-v1.5-q3_K_S
13b-v1.5-q4-k-m,profiles/llava/sizes/13b-v1.5-q4-k-m.json,llava:13b-v1.5-q4_K_M
