size_slug,size_json_path,ollama_ref
9b,profiles/glm4/sizes/9b.json,glm4:9b
9b-chat-fp16,profiles/glm4/sizes/9b-chat-fp16.json,glm4:9b-chat-fp16
9b-chat-q2-k,profiles/glm4/sizes/9b-chat-q2-k.json,glm4:9b-chat-q2_K
9b-chat-q3-k-l,profiles/glm4/sizes/9b-chat-q3-k-l.json,glm4:9b-chat-q3_K_L
9b-chat-q3-k-m,profiles/glm4/sizes/9b-chat-q3-k-m.json,glm4:9b-chat-q3_K_M
9b-chat-q3-k-s,profiles/glm4/sizes/9b-chat-q3-k-s.json,glm4:9b-chat-q3_K_S
9b-chat-q4-k-m,profiles/glm4/sizes/9b-chat-q4-k-m.json,glm4:9b-chat-q4_K_M
9b-chat-q4-k-s,profiles/glm4/sizes/9b-chat-q4-k-s.json,glm4:9b-chat-q4_K_S
9b-chat-q40,profiles/glm4/sizes/9b-chat-q40.json,glm4:9b-chat-q4_0
9b-chat-q41,profiles/glm4/sizes/9b-chat-q41.json,glm4:9b-chat-q4_1
9b-chat-q5-k-m,profiles/glm4/sizes/9b-chat-q5-k-m.json,glm4:9b-chat-q5_K_M
9b-chat-q5-k-s,profiles/glm4/sizes/9b-chat-q5-k-s.json,glm4:9b-chat-q5_K_S
9b-chat-q50,profiles/glm4/sizes/9b-chat-q50.json,glm4:9b-chat-q5_0
9b-chat-q51,profiles/glm4/sizes/9b-chat-q51.json,glm4:9b-chat-q5_1
9b-chat-q6-k,profiles/glm4/sizes/9b-chat-q6-k.json,glm4:9b-chat-q6_K
9b-chat-q80,profiles/glm4/sizes/9b-chat-q80.json,glm4:9b-chat-q8_0
9b-text-fp16,profiles/glm4/sizes/9b-text-fp16.json,glm4:9b-text-fp16
9b-text-q2-k,profiles/glm4/sizes/9b-text-q2-k.json,glm4:9b-text-q2_K
9b-text-q3-k-l,profiles/glm4/sizes/9b-text-q3-k-l.json,glm4:9b-text-q3_K_L
9b-text-q3-k-m,profiles/glm4/sizes/9b-text-q3-k-m.json,glm4:9b-text-q3_K_M
9b-text-q3-k-s,profiles/glm4/sizes/9b-text-q3-k-s.json,glm4:9b-text-q3_K_S
9b-text-q4-k-m,profiles/glm4/sizes/9b-text-q4-k-m.json,glm4:9b-text-q4_K_M
9b-text-q4-k-s,profiles/glm4/sizes/9b-text-q4-k-s.json,glm4:9b-text-q4_K_S
9b-text-q40,profiles/glm4/sizes/9b-text-q40.json,glm4:9b-text-q4_0
9b-text-q41,profiles/glm4/sizes/9b-text-q41.json,glm4:9b-text-q4_1
9b-text-q5-k-m,profiles/glm4/sizes/9b-text-q5-k-m.json,glm4:9b-text-q5_K_M
9b-text-q5-k-s,profiles/glm4/sizes/9b-text-q5-k-s.json,glm4:9b-text-q5_K_S
9b-text-q50,profiles/glm4/sizes/9b-text-q50.json,glm4:9b-text-q5_0
9b-text-q51,profiles/glm4/sizes/9b-text-q51.json,glm4:9b-text-q5_1
9b-text-q6-k,profiles/glm4/sizes/9b-text-q6-k.json,glm4:9b-text-q6_K
9b-text-q80,profiles/glm4/sizes/9b-text-q80.json,glm4:9b-text-q8_0
latest,profiles/glm4/sizes/latest.json,glm4:latest
