size_slug,size_json_path,ollama_ref
7b-mistral-v2-fp16,profiles/openhermes/sizes/7b-mistral-v2-fp16.json,openhermes:7b-mistral-v2-fp16
7b-mistral-v2-q2-k,profiles/openhermes/sizes/7b-mistral-v2-q2-k.json,openhermes:7b-mistral-v2-q2_K
7b-mistral-v2-q3-k-l,profiles/openhermes/sizes/7b-mistral-v2-q3-k-l.json,openhermes:7b-mistral-v2-q3_K_L
7b-mistral-v2-q3-k-m,profiles/openhermes/sizes/7b-mistral-v2-q3-k-m.json,openhermes:7b-mistral-v2-q3_K_M
7b-mistral-v2-q3-k-s,profiles/openhermes/sizes/7b-mistral-v2-q3-k-s.json,openhermes:7b-mistral-v2-q3_K_S
7b-mistral-v2-q4-k-m,profiles/openhermes/sizes/7b-mistral-v2-q4-k-m.json,openhermes:7b-mistral-v2-q4_K_M
7b-mistral-v2-q4-k-s,profiles/openhermes/sizes/7b-mistral-v2-q4-k-s.json,openhermes:7b-mistral-v2-q4_K_S
7b-mistral-v2-q40,profiles/openhermes/sizes/7b-mistral-v2-q40.json,openhermes:7b-mistral-v2-q4_0
7b-mistral-v2-q41,profiles/openhermes/sizes/7b-mistral-v2-q41.json,openhermes:7b-mistral-v2-q4_1
7b-mistral-v2-q5-k-m,profiles/openhermes/sizes/7b-mistral-v2-q5-k-m.json,openhermes:7b-mistral-v2-q5_K_M
7b-mistral-v2-q5-k-s,profiles/openhermes/sizes/7b-mistral-v2-q5-k-s.json,openhermes:7b-mistral-v2-q5_K_S
7b-mistral-v2-q50,profiles/openhermes/sizes/7b-mistral-v2-q50.json,openhermes:7b-mistral-v2-q5_0
7b-mistral-v2-q51,profiles/openhermes/sizes/7b-mistral-v2-q51.json,openhermes:7b-mistral-v2-q5_1
7b-mistral-v2-q6-k,profiles/openhermes/sizes/7b-mistral-v2-q6-k.json,openhermes:7b-mistral-v2-q6_K
7b-mistral-v2-q80,profiles/openhermes/sizes/7b-mistral-v2-q80.json,openhermes:7b-mistral-v2-q8_0
7b-mistral-v2.5-fp16,profiles/openhermes/sizes/7b-mistral-v2.5-fp16.json,openhermes:7b-mistral-v2.5-fp16
7b-mistral-v2.5-q2-k,profiles/openhermes/sizes/7b-mistral-v2.5-q2-k.json,openhermes:7b-mistral-v2.5-q2_K
7b-mistral-v2.5-q3-k-l,profiles/openhermes/sizes/7b-mistral-v2.5-q3-k-l.json,openhermes:7b-mistral-v2.5-q3_K_L
7b-mistral-v2.5-q3-k-m,profiles/openhermes/sizes/7b-mistral-v2.5-q3-k-m.json,openhermes:7b-mistral-v2.5-q3_K_M
7b-mistral-v2.5-q3-k-s,profiles/openhermes/sizes/7b-mistral-v2.5-q3-k-s.json,openhermes:7b-mistral-v2.5-q3_K_S
7b-mistral-v2.5-q4-k-m,profiles/openhermes/sizes/7b-mistral-v2.5-q4-k-m.json,openhermes:7b-mistral-v2.5-q4_K_M
7b-mistral-v2.5-q4-k-s,profiles/openhermes/sizes/7b-mistral-v2.5-q4-k-s.json,openhermes:7b-mistral-v2.5-q4_K_S
7b-mistral-v2.5-q40,profiles/openhermes/sizes/7b-mistral-v2.5-q40.json,openhermes:7b-mistral-v2.5-q4_0
7b-mistral-v2.5-q41,profiles/openhermes/sizes/7b-mistral-v2.5-q41.json,openhermes:7b-mistral-v2.5-q4_1
7b-mistral-v2.5-q5-k-m,profiles/openhermes/sizes/7b-mistral-v2.5-q5-k-m.json,openhermes:7b-mistral-v2.5-q5_K_M
7b-mistral-v2.5-q5-k-s,profiles/openhermes/sizes/7b-mistral-v2.5-q5-k-s.json,openhermes:7b-mistral-v2.5-q5_K_S
7b-mistral-v2.5-q50,profiles/openhermes/sizes/7b-mistral-v2.5-q50.json,openhermes:7b-mistral-v2.5-q5_0
7b-mistral-v2.5-q51,profiles/openhermes/sizes/7b-mistral-v2.5-q51.json,openhermes:7b-mistral-v2.5-q5_1
7b-mistral-v2.5-q6-k,profiles/openhermes/sizes/7b-mistral-v2.5-q6-k.json,openhermes:7b-mistral-v2.5-q6_K
7b-mistral-v2.5-q80,profiles/openhermes/sizes/7b-mistral-v2.5-q80.json,openhermes:7b-mistral-v2.5-q8_0
7b-v2,profiles/openhermes/sizes/7b-v2.json,openhermes:7b-v2
7b-v2.5,profiles/openhermes/sizes/7b-v2.5.json,openhermes:7b-v2.5
latest,profiles/openhermes/sizes/latest.json,openhermes:latest
v2,profiles/openhermes/sizes/v2.json,openhermes:v2
v2.5,profiles/openhermes/sizes/v2.5.json,openhermes:v2.5
