size_slug,size_json_path,ollama_ref
7b,profiles/neural-chat/sizes/7b.json,neural-chat:7b
7b-v3.1,profiles/neural-chat/sizes/7b-v3.1.json,neural-chat:7b-v3.1
7b-v3.1-fp16,profiles/neural-chat/sizes/7b-v3.1-fp16.json,neural-chat:7b-v3.1-fp16
7b-v3.1-q2-k,profiles/neural-chat/sizes/7b-v3.1-q2-k.json,neural-chat:7b-v3.1-q2_K
7b-v3.1-q3-k-l,profiles/neural-chat/sizes/7b-v3.1-q3-k-l.json,neural-chat:7b-v3.1-q3_K_L
7b-v3.1-q3-k-m,profiles/neural-chat/sizes/7b-v3.1-q3-k-m.json,neural-chat:7b-v3.1-q3_K_M
7b-v3.1-q3-k-s,profiles/neural-chat/sizes/7b-v3.1-q3-k-s.json,neural-chat:7b-v3.1-q3_K_S
7b-v3.1-q4-k-m,profiles/neural-chat/sizes/7b-v3.1-q4-k-m.json,neural-chat:7b-v3.1-q4_K_M
7b-v3.1-q4-k-s,profiles/neural-chat/sizes/7b-v3.1-q4-k-s.json,neural-chat:7b-v3.1-q4_K_S
7b-v3.1-q40,profiles/neural-chat/sizes/7b-v3.1-q40.json,neural-chat:7b-v3.1-q4_0
7b-v3.1-q41,profiles/neural-chat/sizes/7b-v3.1-q41.json,neural-chat:7b-v3.1-q4_1
7b-v3.1-q5-k-m,profiles/neural-chat/sizes/7b-v3.1-q5-k-m.json,neural-chat:7b-v3.1-q5_K_M
7b-v3.1-q5-k-s,profiles/neural-chat/sizes/7b-v3.1-q5-k-s.json,neural-chat:7b-v3.1-q5_K_S
7b-v3.1-q50,profiles/neural-chat/sizes/7b-v3.1-q50.json,neural-chat:7b-v3.1-q5_0
7b-v3.1-q51,profiles/neural-chat/sizes/7b-v3.1-q51.json,neural-chat:7b-v3.1-q5_1
7b-v3.1-q6-k,profiles/neural-chat/sizes/7b-v3.1-q6-k.json,neural-chat:7b-v3.1-q6_K
7b-v3.1-q80,profiles/neural-chat/sizes/7b-v3.1-q80.json,neural-chat:7b-v3.1-q8_0
7b-v3.2,profiles/neural-chat/sizes/7b-v3.2.json,neural-chat:7b-v3.2
7b-v3.2-fp16,profiles/neural-chat/sizes/7b-v3.2-fp16.json,neural-chat:7b-v3.2-fp16
7b-v3.2-q2-k,profiles/neural-chat/sizes/7b-v3.2-q2-k.json,neural-chat:7b-v3.2-q2_K
7b-v3.2-q3-k-l,profiles/neural-chat/sizes/7b-v3.2-q3-k-l.json,neural-chat:7b-v3.2-q3_K_L
7b-v3.2-q3-k-m,profiles/neural-chat/sizes/7b-v3.2-q3-k-m.json,neural-chat:7b-v3.2-q3_K_M
7b-v3.2-q3-k-s,profiles/neural-chat/sizes/7b-v3.2-q3-k-s.json,neural-chat:7b-v3.2-q3_K_S
7b-v3.2-q4-k-m,profiles/neural-chat/sizes/7b-v3.2-q4-k-m.json,neural-chat:7b-v3.2-q4_K_M
7b-v3.2-q4-k-s,profiles/neural-chat/sizes/7b-v3.2-q4-k-s.json,neural-chat:7b-v3.2-q4_K_S
7b-v3.2-q40,profiles/neural-chat/sizes/7b-v3.2-q40.json,neural-chat:7b-v3.2-q4_0
7b-v3.2-q41,profiles/neural-chat/sizes/7b-v3.2-q41.json,neural-chat:7b-v3.2-q4_1
7b-v3.2-q5-k-m,profiles/neural-chat/sizes/7b-v3.2-q5-k-m.json,neural-chat:7b-v3.2-q5_K_M
7b-v3.2-q5-k-s,profiles/neural-chat/sizes/7b-v3.2-q5-k-s.json,neural-chat:7b-v3.2-q5_K_S
7b-v3.2-q50,profiles/neural-chat/sizes/7b-v3.2-q50.json,neural-chat:7b-v3.2-q5_0
7b-v3.2-q51,profiles/neural-chat/sizes/7b-v3.2-q51.json,neural-chat:7b-v3.2-q5_1
7b-v3.2-q6-k,profiles/neural-chat/sizes/7b-v3.2-q6-k.json,neural-chat:7b-v3.2-q6_K
7b-v3.2-q80,profiles/neural-chat/sizes/7b-v3.2-q80.json,neural-chat:7b-v3.2-q8_0
7b-v3.3,profiles/neural-chat/sizes/7b-v3.3.json,neural-chat:7b-v3.3
7b-v3.3-fp16,profiles/neural-chat/sizes/7b-v3.3-fp16.json,neural-chat:7b-v3.3-fp16
7b-v3.3-q2-k,profiles/neural-chat/sizes/7b-v3.3-q2-k.json,neural-chat:7b-v3.3-q2_K
7b-v3.3-q3-k-l,profiles/neural-chat/sizes/7b-v3.3-q3-k-l.json,neural-chat:7b-v3.3-q3_K_L
7b-v3.3-q3-k-m,profiles/neural-chat/sizes/7b-v3.3-q3-k-m.json,neural-chat:7b-v3.3-q3_K_M
7b-v3.3-q3-k-s,profiles/neural-chat/sizes/7b-v3.3-q3-k-s.json,neural-chat:7b-v3.3-q3_K_S
7b-v3.3-q4-k-m,profiles/neural-chat/sizes/7b-v3.3-q4-k-m.json,neural-chat:7b-v3.3-q4_K_M
7b-v3.3-q4-k-s,profiles/neural-chat/sizes/7b-v3.3-q4-k-s.json,neural-chat:7b-v3.3-q4_K_S
7b-v3.3-q40,profiles/neural-chat/sizes/7b-v3.3-q40.json,neural-chat:7b-v3.3-q4_0
7b-v3.3-q41,profiles/neural-chat/sizes/7b-v3.3-q41.json,neural-chat:7b-v3.3-q4_1
7b-v3.3-q5-k-m,profiles/neural-chat/sizes/7b-v3.3-q5-k-m.json,neural-chat:7b-v3.3-q5_K_M
7b-v3.3-q5-k-s,profiles/neural-chat/sizes/7b-v3.3-q5-k-s.json,neural-chat:7b-v3.3-q5_K_S
7b-v3.3-q50,profiles/neural-chat/sizes/7b-v3.3-q50.json,neural-chat:7b-v3.3-q5_0
7b-v3.3-q51,profiles/neural-chat/sizes/7b-v3.3-q51.json,neural-chat:7b-v3.3-q5_1
7b-v3.3-q6-k,profiles/neural-chat/sizes/7b-v3.3-q6-k.json,neural-chat:7b-v3.3-q6_K
7b-v3.3-q80,profiles/neural-chat/sizes/7b-v3.3-q80.json,neural-chat:7b-v3.3-q8_0
latest,profiles/neural-chat/sizes/latest.json,neural-chat:latest
